Date,SJ01,SJ02,SJ03,SJ04,SJ05,SJ06,SJ07,SJ08,SJ09,SJ10,SJ11,SJ12,SJ13,SJ14,SJ15,SJ16,SJ17,SJ18,SJ19,SJ20,SJ21,SJ22,SJ23,SJ24,SJ25,SJ26,SJ27,SJ28,SJ29,SJ30
8/6/2016,159.28,163.59,151.34,144.95,145.12,145.33,148.25,176.07,265.05,306.57,390.93,447.07,459.72,489.36,497.79,506.04,514.95,522.87,535.19,538.69,541.12,536.45,518.14,478.59,452.45,429.85,438.51,414.20,419.57,449.56
8/7/2016,159.73,163.82,150.94,145.38,145.45,145.50,148.49,177.15,264.66,305.01,388.39,446.29,458.82,489.66,497.72,505.48,514.03,521.75,532.68,534.98,535.65,525.21,500.13,462.79,441.66,441.81,459.04,463.58,483.91,509.25
8/8/2016,157.76,163.30,151.49,146.10,146.26,146.00,147.72,179.15,265.39,304.61,386.77,446.07,458.28,490.46,498.22,505.62,513.87,521.11,529.69,529.80,527.09,508.51,478.23,447.16,442.08,468.54,514.16,521.32,524.69,500.20
8/9/2016,157.88,161.93,150.93,146.95,147.09,146.69,147.76,179.63,265.51,303.33,384.54,445.33,458.01,491.09,498.79,506.10,513.96,520.72,526.78,525.46,521.25,500.54,470.26,444.74,454.03,509.19,542.29,490.66,468.20,469.06
8/10/2016,155.61,160.87,152.26,147.44,147.70,147.70,147.27,172.33,261.31,297.35,377.56,440.65,453.75,488.42,496.57,503.99,511.55,518.10,524.32,523.84,520.19,504.03,478.15,448.93,467.67,527.93,518.56,473.90,481.01,507.11
8/11/2016,158.25,160.11,152.50,148.19,148.15,148.25,148.42,176.29,261.81,296.09,375.01,437.12,452.27,487.94,496.21,503.79,511.16,516.52,519.34,519.12,516.63,501.60,481.78,460.31,484.81,525.68,522.69,510.18,520.03,536.78
8/12/2016,160.99,160.44,153.08,149.08,148.82,148.71,149.86,178.50,262.80,296.01,373.02,436.21,451.27,489.31,497.49,504.96,511.72,515.91,517.44,516.41,513.90,497.70,480.57,472.92,503.95,534.05,544.49,537.29,534.19,511.08
8/13/2016,163.84,162.16,154.38,150.16,149.43,149.38,150.33,174.22,259.93,292.11,366.26,431.97,445.49,484.51,493.73,501.47,508.47,513.48,517.85,517.40,515.22,499.09,483.05,487.76,519.72,548.15,553.70,507.41,486.83,461.77
8/14/2016,167.22,164.48,155.85,151.41,150.30,150.03,150.75,170.79,254.50,285.93,356.40,423.83,437.89,475.57,486.09,494.79,502.73,508.54,515.61,516.60,515.98,504.37,491.59,501.36,531.30,552.97,525.41,462.64,452.84,465.81
8/15/2016,170.25,166.40,157.05,152.60,151.34,150.79,151.59,172.68,251.63,282.78,350.72,418.10,433.27,470.67,480.93,490.04,498.57,505.11,512.52,513.64,513.43,507.27,502.76,515.63,541.08,532.75,499.17,473.29,485.54,492.52
8/16/2016,171.10,169.08,158.38,153.41,152.30,151.78,152.45,173.57,250.53,281.28,346.61,415.67,429.95,468.51,478.47,487.50,496.19,502.87,511.20,512.79,513.44,511.63,513.45,534.67,540.38,506.80,510.39,492.27,482.82,463.21
8/17/2016,172.97,171.23,160.95,154.62,153.11,152.79,153.07,170.83,246.21,276.31,338.90,408.87,423.00,460.84,471.20,480.38,489.39,496.56,506.73,509.80,512.42,517.46,525.27,539.40,521.77,515.47,508.82,458.90,439.32,434.07
8/18/2016,175.39,173.50,162.30,155.74,153.99,153.44,153.96,170.73,242.52,271.93,332.67,401.77,417.86,455.36,465.46,474.79,484.00,491.68,503.67,507.55,511.55,519.23,527.60,531.51,517.74,514.38,485.01,437.82,435.21,440.34
8/19/2016,176.75,176.18,163.92,156.66,154.88,154.20,154.59,171.47,240.98,269.45,328.46,398.53,413.51,451.44,461.36,470.39,479.41,487.13,499.77,504.37,509.64,520.48,529.34,523.19,516.55,493.91,470.26,443.96,447.69,451.79
8/20/2016,177.76,178.31,165.40,157.72,155.73,154.94,155.32,172.49,239.05,266.18,323.40,392.15,408.35,444.81,454.59,463.42,472.25,479.87,492.38,497.81,504.07,516.71,525.07,519.27,511.09,480.32,479.22,454.36,452.42,458.07
8/21/2016,179.37,180.34,166.56,158.47,156.54,155.69,156.00,173.74,237.36,263.92,319.33,388.47,405.72,440.56,449.93,458.58,467.15,474.77,487.46,493.17,499.86,512.56,520.56,515.64,498.62,482.79,486.10,461.51,464.93,452.92
8/22/2016,181.51,181.98,167.57,158.80,157.00,156.34,156.71,176.85,237.35,263.43,318.06,386.61,404.25,439.97,448.80,457.04,465.54,473.13,486.63,492.87,499.44,511.80,517.21,506.42,489.53,489.14,492.80,449.44,432.43,436.02
8/23/2016,184.99,183.14,168.47,159.12,157.06,156.70,157.35,178.96,236.78,261.97,315.46,384.95,401.06,437.67,446.17,454.18,462.44,469.68,483.52,489.96,496.69,508.89,510.14,495.15,489.51,491.15,468.99,445.09,453.29,449.48
8/24/2016,189.49,184.24,169.18,159.78,157.09,156.81,157.83,180.57,237.22,261.52,314.38,383.26,400.00,437.36,445.82,453.57,461.65,469.08,483.39,489.32,494.97,502.12,503.16,493.47,492.23,482.82,484.01,451.43,439.21,449.48
8/25/2016,194.68,188.24,172.14,161.63,157.99,157.03,157.79,178.23,235.38,258.81,310.73,377.52,394.39,434.16,443.00,450.74,458.63,465.97,479.53,485.17,490.83,498.34,499.98,493.64,491.86,487.18,482.97,452.36,470.62,523.97
8/26/2016,203.46,194.05,176.05,164.59,159.95,158.14,157.97,174.14,232.23,254.06,304.17,368.60,384.68,425.98,435.78,444.21,452.24,459.28,472.06,477.31,482.54,491.47,495.46,494.09,491.06,491.92,500.58,517.71,544.76,582.89
8/27/2016,214.33,200.27,178.27,166.70,162.04,159.77,159.03,176.64,231.43,252.63,301.61,363.93,381.14,421.99,431.82,440.57,449.17,457.03,469.52,474.13,479.08,486.68,490.65,492.89,493.12,519.40,553.73,580.55,587.23,581.78
8/28/2016,221.03,208.33,181.86,168.80,164.02,161.65,160.99,180.70,233.42,254.34,303.35,366.97,384.15,425.81,435.28,443.86,452.72,460.83,473.35,477.81,482.12,487.80,490.80,495.77,516.96,574.50,592.69,576.55,561.17,538.62
8/29/2016,225.97,214.20,186.54,171.57,166.02,163.62,162.92,182.97,235.03,255.54,304.06,369.37,385.23,427.99,437.39,445.80,454.49,462.24,475.09,479.51,483.61,491.04,498.45,527.25,571.72,586.71,560.61,524.33,502.35,475.30
8/30/2016,229.09,221.10,192.16,175.19,168.68,165.81,164.56,183.07,235.02,255.28,302.71,368.53,384.13,427.48,437.08,445.47,453.97,461.54,474.85,480.05,486.03,503.18,525.84,574.23,585.47,545.25,508.90,453.65,438.13,415.09
8/31/2016,233.03,227.14,198.50,179.75,172.37,168.90,166.38,181.30,233.46,252.86,297.85,364.35,378.17,420.28,430.97,439.75,448.14,455.33,469.77,477.13,486.09,516.95,555.49,584.00,559.48,503.61,468.07,410.29,388.11,392.97
9/1/2016,238.09,232.74,201.81,182.83,175.66,171.95,168.88,182.14,232.25,250.68,293.98,357.56,373.48,412.44,423.31,432.62,441.47,448.89,462.90,470.89,481.96,514.26,554.91,573.81,540.11,481.17,446.16,394.73,405.35,445.19
9/2/2016,241.51,238.29,205.99,185.79,178.70,175.08,171.62,184.16,232.70,250.85,292.47,355.93,372.90,412.01,422.02,431.12,439.99,447.75,464.19,473.85,486.82,517.08,551.46,560.34,519.98,464.88,451.85,442.20,473.42,522.95
9/3/2016,246.98,243.66,211.63,189.53,181.99,178.47,174.74,185.46,232.53,249.90,289.73,351.46,369.30,409.08,418.81,427.69,436.34,444.19,460.42,470.52,484.16,518.10,551.51,542.24,497.63,462.00,496.45,521.18,535.05,543.62
9/4/2016,254.10,249.83,216.42,193.28,185.06,181.64,177.99,186.80,231.46,247.97,285.14,344.07,362.52,401.23,411.09,419.93,428.51,436.04,451.18,461.66,475.61,515.07,542.27,515.62,476.96,503.48,554.43,543.12,536.92,533.36
9/5/2016,260.70,255.67,219.76,195.89,187.89,184.43,180.97,189.24,231.04,246.74,281.54,337.02,355.60,394.59,403.98,412.68,421.30,428.67,443.56,455.06,469.52,505.31,519.55,486.13,492.63,557.78,559.69,536.19,532.88,513.55
9/6/2016,268.92,260.29,221.50,197.66,190.19,186.92,183.66,192.18,231.95,246.77,279.62,335.22,352.93,392.34,401.26,409.49,417.88,425.37,440.72,450.68,463.49,489.21,496.64,492.90,536.93,562.06,553.99,505.37,490.80,472.68
9/7/2016,279.58,264.77,222.32,198.48,191.68,188.90,186.01,195.84,233.90,247.76,278.90,334.57,352.18,393.29,401.76,409.55,417.62,425.32,442.38,451.71,462.54,480.07,491.05,521.00,556.86,554.60,526.04,471.33,460.74,470.49
9/8/2016,288.21,273.54,231.51,201.79,193.52,191.19,188.51,196.65,234.92,247.77,276.59,331.30,347.60,390.33,399.05,406.56,414.25,421.51,436.70,444.62,454.23,477.23,499.55,540.16,560.27,535.30,502.95,475.52,487.27,537.07
9/9/2016,302.37,282.57,237.11,205.08,194.94,192.57,190.63,198.01,236.06,247.85,274.04,324.38,342.63,385.09,394.47,402.18,409.76,416.53,430.56,438.35,447.22,477.75,511.30,550.36,551.96,518.44,522.44,548.56,573.08,601.38
9/10/2016,317.56,294.57,242.56,208.23,196.97,193.64,192.13,199.74,237.36,248.29,272.28,320.90,338.69,381.86,391.40,399.45,407.20,414.46,429.57,437.69,447.49,480.92,514.06,548.34,537.68,542.55,587.09,599.50,597.76,572.28
9/11/2016,326.56,306.80,247.21,210.67,199.19,195.00,193.43,202.48,239.42,249.61,272.30,322.50,339.76,383.42,392.60,400.61,408.88,417.80,437.21,447.24,459.05,493.00,519.77,539.67,541.54,587.38,603.55,567.99,555.71,549.71
9/12/2016,334.61,317.53,254.32,215.17,202.11,197.39,194.78,204.12,240.95,250.67,271.90,322.91,339.79,384.35,393.64,401.62,410.16,419.35,442.14,454.69,470.05,505.51,527.85,549.02,578.62,591.13,575.85,556.20,563.01,567.09
9/13/2016,342.76,320.68,256.77,216.94,204.01,199.72,196.71,206.69,242.56,251.69,271.48,322.41,338.69,383.25,392.65,400.67,409.26,418.37,442.94,456.40,472.37,510.33,544.26,582.79,590.08,573.84,581.56,567.54,564.69,545.95
9/14/2016,339.72,323.11,252.95,214.78,204.13,200.63,199.07,211.75,245.44,253.64,273.73,326.64,343.94,387.42,396.26,404.38,413.96,425.32,455.98,471.85,490.13,532.23,570.47,587.28,577.74,584.87,578.39,542.21,526.56,538.69
9/15/2016,329.50,327.01,253.21,213.04,203.64,200.86,200.81,213.90,247.94,255.75,275.90,332.20,348.50,393.85,402.12,410.45,422.01,436.57,474.72,493.23,513.46,551.20,579.35,579.40,582.92,574.95,552.44,546.68,565.29,587.99
9/16/2016,317.94,326.81,258.22,215.51,203.72,200.79,201.65,214.39,249.47,257.20,276.38,333.93,349.78,395.90,404.81,413.90,426.46,442.42,482.01,500.49,519.88,555.26,576.21,581.70,580.88,561.53,586.13,592.16,599.89,562.31
9/17/2016,312.85,325.08,260.11,216.80,204.00,200.69,202.11,215.83,251.61,258.70,277.39,335.82,351.53,396.95,406.75,416.62,429.80,446.51,486.10,504.31,523.69,555.85,577.12,581.17,568.39,593.33,613.22,548.92,508.08,496.48
9/18/2016,310.46,322.55,262.58,218.94,204.95,200.91,202.40,217.28,253.87,260.24,279.18,338.85,355.02,400.69,411.17,422.33,437.86,456.74,498.73,516.91,534.90,563.00,578.14,573.00,583.30,592.23,534.04,502.95,503.97,492.19
9/19/2016,313.36,320.36,268.03,223.86,207.27,201.95,202.47,217.87,255.44,261.52,280.86,340.15,357.00,403.89,415.50,428.50,446.24,466.81,509.92,526.73,542.45,565.42,573.70,586.42,585.85,531.64,520.97,482.05,479.42,495.85
9/20/2016,325.99,322.14,271.81,227.83,210.68,204.09,202.77,216.71,255.87,262.47,279.76,338.05,353.91,400.69,413.02,425.82,442.43,460.96,501.12,517.49,534.57,561.82,580.07,580.31,542.83,515.90,512.85,509.29,520.27,563.65
9/21/2016,340.43,326.75,271.01,228.65,212.41,206.20,204.07,217.24,256.41,263.52,279.27,336.71,352.19,397.47,409.86,422.47,437.98,454.76,492.27,508.97,527.79,558.81,572.66,548.61,523.20,526.41,550.30,583.41,605.38,631.48
9/22/2016,345.34,329.85,268.43,225.84,211.79,207.53,205.71,220.70,258.53,264.99,281.18,339.50,355.24,400.42,412.90,426.01,442.46,461.13,500.19,515.53,530.38,546.36,545.94,527.45,529.75,584.08,620.99,636.98,641.96,646.17
9/23/2016,344.52,331.93,266.15,222.70,209.96,207.66,208.28,226.66,262.07,266.77,288.40,348.53,366.91,415.09,429.40,446.72,469.58,493.09,523.76,531.23,536.03,533.58,530.24,542.81,586.75,640.78,653.44,645.13,636.47,606.06
9/24/2016,338.79,336.34,268.74,222.28,209.57,206.99,209.94,229.63,264.70,268.64,295.84,357.50,377.76,433.53,452.18,474.10,498.07,515.51,531.48,534.65,537.66,543.28,555.24,598.99,638.61,648.27,623.81,585.89,557.17,521.68
9/25/2016,337.67,338.28,274.77,226.39,210.60,206.85,209.74,230.38,266.68,270.41,302.08,364.60,386.46,452.39,473.43,494.65,513.81,526.30,541.70,548.33,557.39,583.93,609.60,642.30,634.59,581.24,540.74,493.81,475.91,463.38
9/26/2016,341.88,339.34,281.26,232.21,213.58,207.87,209.18,229.53,268.08,272.21,304.84,369.45,390.98,464.98,486.04,505.93,523.04,535.81,561.84,573.69,586.42,616.87,637.91,614.11,558.52,501.62,483.57,455.50,466.89,492.76
9/27/2016,348.85,342.82,283.34,235.56,216.85,209.57,209.65,228.87,269.17,273.99,307.01,373.58,395.56,475.11,495.97,514.63,531.73,546.88,580.20,592.89,604.17,612.56,599.20,543.33,498.64,488.67,514.34,523.57,528.66,536.04
9/28/2016,355.73,350.42,283.63,236.52,219.19,211.51,210.75,228.62,270.26,275.61,309.44,377.83,400.52,484.69,505.16,523.62,542.27,560.74,590.40,595.77,596.30,578.26,548.19,499.32,494.61,539.28,552.32,543.04,544.73,545.00
9/29/2016,360.87,355.14,280.73,234.19,218.73,212.93,212.51,230.98,272.08,277.38,314.34,385.03,409.97,498.16,518.49,537.68,558.15,575.49,585.35,578.83,567.05,536.12,510.43,505.53,537.51,558.08,556.44,545.82,546.25,557.19
9/30/2016,361.82,357.49,274.29,228.23,216.07,212.96,215.00,237.15,275.06,279.92,325.44,399.68,431.29,524.29,544.55,563.09,576.99,578.26,553.56,540.33,527.91,516.28,520.17,547.10,557.82,555.45,560.13,564.79,570.65,577.49
10/1/2016,356.27,358.02,270.50,223.09,212.80,211.99,216.95,241.53,277.52,283.21,336.92,416.23,453.11,549.10,565.14,572.91,567.90,553.07,528.63,526.10,528.08,539.78,549.82,556.91,559.27,571.86,577.80,581.39,585.33,600.32
10/2/2016,349.40,356.05,267.92,218.71,209.25,210.14,218.44,245.12,280.15,287.46,349.03,434.30,475.93,564.00,567.17,559.38,544.84,534.39,536.02,540.94,546.32,553.86,557.49,565.78,576.05,585.55,597.75,610.90,615.92,612.41
10/3/2016,345.70,351.77,262.75,213.72,205.87,208.07,219.59,248.99,283.63,292.94,363.71,455.90,503.33,560.74,551.57,541.29,536.86,539.97,551.04,554.96,558.86,565.90,571.92,582.53,596.86,613.54,612.75,607.43,602.01,595.09
10/4/2016,336.78,346.60,262.43,210.23,202.60,205.42,218.93,251.25,287.84,300.55,382.23,484.23,530.01,545.89,541.04,542.53,548.71,555.62,566.94,571.10,575.69,585.45,594.95,610.61,611.21,600.87,593.93,589.12,588.54,590.15
10/5/2016,331.58,343.12,258.63,206.42,198.95,202.55,217.82,254.43,292.80,309.89,404.71,510.07,541.14,545.43,549.74,556.76,565.18,573.38,588.59,594.27,599.77,607.82,609.59,602.35,593.30,590.40,591.68,588.18,573.69,548.20
10/6/2016,323.85,337.19,257.78,204.93,196.40,199.74,217.34,257.18,299.36,322.47,430.20,528.15,543.10,559.20,567.50,577.42,588.35,597.31,605.26,605.87,605.12,599.54,594.37,591.19,590.58,560.96,538.77,518.82,505.14,490.46
10/7/2016,313.21,332.71,264.97,207.14,195.10,196.47,215.01,257.13,306.21,335.11,453.78,535.42,547.10,578.29,588.50,597.38,602.77,603.08,598.27,596.82,595.91,592.45,587.29,560.51,531.36,497.97,485.95,475.63,472.65,471.55
10/8/2016,310.51,331.27,269.60,208.83,194.85,193.72,211.45,255.68,313.04,346.73,473.40,540.27,555.04,594.34,599.97,601.36,599.53,596.74,588.65,583.96,578.04,553.82,531.89,500.65,483.53,474.52,473.72,469.96,468.08,465.56
10/9/2016,314.21,329.90,266.18,209.82,195.01,191.97,209.60,258.05,321.27,361.14,491.81,547.62,567.48,599.82,599.03,595.99,589.70,577.46,546.70,536.57,527.33,501.81,486.21,476.40,473.60,469.01,467.51,468.18,473.59,483.98
10/10/2016,320.87,330.08,264.88,211.44,195.11,191.15,207.86,260.68,331.01,377.15,507.08,558.18,580.59,595.04,586.91,572.45,552.26,532.87,504.06,496.88,491.20,480.43,473.76,469.41,470.67,483.81,490.59,493.96,491.06,485.13
10/11/2016,332.86,328.51,256.99,209.50,195.06,191.27,211.13,267.89,344.69,397.50,521.34,570.80,588.29,571.41,551.83,530.43,510.22,495.90,479.31,475.88,474.13,473.09,475.17,486.14,492.42,487.02,482.15,474.45,467.69,457.08
10/12/2016,335.98,326.26,250.32,206.10,193.78,191.51,214.63,275.15,361.63,421.87,534.36,579.95,582.60,528.93,509.39,493.47,482.26,477.38,478.10,480.11,482.60,487.69,490.31,486.97,478.51,461.73,453.43,445.78,447.38,452.06
10/13/2016,330.19,326.56,247.73,203.01,192.49,190.95,216.92,281.84,379.44,445.10,547.07,577.76,562.71,493.68,482.78,478.22,478.96,482.36,487.12,487.41,486.80,482.48,476.31,461.44,450.24,450.85,454.66,454.51,446.54,433.59
10/14/2016,327.13,328.76,249.75,203.22,191.34,190.12,214.86,282.07,390.89,459.90,555.59,567.24,542.39,483.17,481.07,482.98,486.01,486.39,479.82,475.11,469.73,459.38,452.35,451.23,455.09,439.51,426.86,412.57,399.09,381.09
10/15/2016,331.12,327.70,247.22,202.25,189.95,189.82,220.61,294.30,412.62,481.83,565.41,548.16,519.26,486.32,486.17,484.41,479.25,471.57,458.76,455.94,454.29,453.22,450.44,436.54,417.09,389.60,376.16,362.26,363.94,368.07
10/16/2016,332.68,328.67,247.94,203.51,190.28,189.98,227.44,310.01,438.35,503.74,570.99,530.38,510.29,492.22,482.37,472.22,464.30,459.13,449.25,442.27,432.93,412.34,398.58,383.01,372.44,375.46,386.79,396.82,401.72,412.60
10/17/2016,333.65,319.14,238.29,200.79,191.35,194.51,258.89,361.60,495.47,544.10,559.15,514.00,506.25,467.70,451.64,434.79,415.46,399.55,381.11,380.00,381.99,393.60,399.07,407.70,411.13,390.88,377.54,360.81,349.59,330.53
10/18/2016,322.15,301.58,229.87,200.83,196.13,213.20,321.68,443.98,555.29,575.70,522.62,483.67,448.17,401.26,405.40,410.71,415.06,408.85,379.36,370.41,360.81,341.12,332.49,317.18,300.91,283.75,276.75,265.39,259.69,249.28
10/19/2016,309.23,288.88,226.55,204.13,208.85,248.55,399.15,519.12,574.36,548.85,488.96,429.55,425.18,352.02,333.69,318.77,303.64,289.20,270.90,265.79,259.37,251.38,247.73,241.90,243.62,249.61,252.88,254.09,256.56,261.31
10/20/2016,298.90,281.63,227.98,209.19,228.72,293.48,456.63,556.49,545.14,521.45,435.77,365.68,320.86,261.17,253.42,249.31,251.13,254.17,259.67,261.93,262.77,265.25,266.96,269.01,263.53,254.65,249.91,242.52,238.89,231.99
10/21/2016,289.10,281.89,233.14,215.32,243.78,316.07,475.28,551.30,519.02,476.04,389.73,292.05,263.83,270.06,270.53,269.34,264.56,257.68,245.75,241.81,238.45,233.97,231.66,226.85,224.13,223.19,222.77,220.54,220.20,219.77
10/22/2016,284.56,283.27,235.42,219.00,252.17,330.78,484.69,533.66,472.92,436.76,306.00,279.14,264.40,235.13,231.19,227.92,225.17,223.51,222.16,221.83,221.57,221.10,220.74,219.75,218.92,217.94,217.31,216.12,215.72,215.04
10/23/2016,281.62,281.59,234.12,221.74,267.49,357.85,489.98,498.00,422.04,355.37,276.76,242.35,226.48,220.39,219.40,218.53,217.62,216.93,216.17,215.93,215.70,215.07,214.65,213.92,213.31,212.49,212.00,211.06,210.68,210.02
10/24/2016,276.85,282.34,236.08,222.45,271.48,361.25,468.80,455.51,342.79,293.17,245.18,226.43,219.22,214.57,213.78,213.11,212.19,211.54,210.90,210.61,210.20,208.61,207.63,205.53,203.16,199.77,197.85,195.91,194.59,191.88
10/25/2016,281.62,278.90,235.07,226.25,300.77,391.50,442.20,384.83,287.65,260.76,226.33,218.85,212.99,205.60,203.33,200.20,197.04,195.33,193.22,192.17,190.95,188.35,187.68,186.74,185.82,184.55,183.85,183.12,182.57,181.54
10/26/2016,279.34,276.52,234.85,230.81,322.47,410.97,396.46,315.60,252.68,233.78,218.05,206.34,195.57,186.83,185.74,184.51,183.50,182.91,182.04,181.69,181.33,181.34,181.77,183.21,185.07,187.47,188.86,190.20,191.11,193.18
10/27/2016,274.52,275.39,235.44,232.52,327.17,406.62,361.51,278.20,234.26,223.77,205.55,193.09,185.49,183.51,184.97,187.39,189.69,190.98,193.17,194.37,195.54,197.89,199.14,202.15,206.01,210.42,213.07,215.90,217.65,221.58
10/28/2016,274.59,273.82,235.67,233.14,328.82,397.93,329.71,256.16,228.68,215.19,194.05,197.37,199.19,204.78,207.97,212.09,216.33,217.95,222.34,224.81,226.13,228.60,229.34,230.69,231.95,232.97,233.85,234.83,235.27,236.60
10/29/2016,271.64,272.73,234.93,232.46,323.85,382.06,305.29,244.55,217.81,202.28,202.21,224.94,231.44,234.92,236.25,236.44,237.60,237.89,239.03,239.30,238.48,236.87,235.67,232.40,228.81,224.85,222.62,218.32,216.14,212.57
10/30/2016,270.14,272.12,235.58,231.41,312.25,361.39,291.28,235.97,208.08,203.16,230.70,247.45,247.53,233.30,228.19,223.95,220.89,216.80,211.72,210.46,208.66,206.19,204.79,201.18,197.28,192.96,190.53,187.87,185.81,182.36
10/31/2016,275.06,268.78,233.07,236.12,318.86,342.06,258.91,223.52,220.78,231.80,249.35,231.70,217.99,198.54,194.84,191.08,188.12,184.59,180.96,180.59,179.86,180.61,181.36,183.36,185.22,186.87,188.30,188.88,189.61,191.62
11/1/2016,269.20,267.64,235.18,240.26,303.27,316.82,249.61,230.53,249.99,254.08,226.32,202.56,191.44,188.91,190.51,191.50,193.79,194.67,196.18,197.05,196.84,198.25,199.18,201.98,204.89,207.70,209.80,209.41,210.63,213.24
11/2/2016,266.78,265.04,236.75,243.02,290.20,295.50,250.66,253.14,258.88,240.47,200.97,204.31,202.89,202.95,206.10,209.44,212.55,215.10,218.08,218.95,219.60,221.30,222.72,227.89,234.77,241.60,245.80,247.80,250.59,256.98
11/3/2016,258.08,263.74,238.27,238.40,271.91,283.71,261.37,263.52,240.66,218.42,204.22,212.97,218.69,223.11,227.36,235.29,244.30,251.54,260.40,262.77,264.58,268.16,270.21,276.54,284.48,292.13,296.77,299.69,302.87,310.00
11/4/2016,251.45,262.89,237.59,230.60,257.94,276.21,268.33,260.23,221.72,204.89,211.20,230.45,246.37,269.47,274.16,282.80,293.21,301.70,311.78,314.63,316.66,320.95,323.31,328.82,334.06,339.26,342.59,344.00,346.42,351.08
11/5/2016,248.57,260.88,236.78,224.94,247.36,268.26,268.77,248.85,211.75,208.04,228.86,270.30,294.61,321.86,326.34,333.31,341.16,347.30,353.34,355.09,356.37,358.93,359.99,361.91,363.55,365.23,366.35,365.55,366.23,367.83
11/6/2016,249.38,258.47,237.45,221.27,238.03,259.23,264.89,236.86,215.40,217.64,263.68,317.79,336.47,358.86,360.08,361.87,364.41,366.80,369.43,370.07,370.47,371.37,371.78,372.99,374.67,376.49,377.73,377.27,378.03,379.63
11/7/2016,255.13,262.36,235.54,219.42,232.27,255.50,258.44,232.42,224.88,236.04,307.31,352.28,363.11,370.72,371.30,372.52,374.57,376.81,379.97,380.77,381.31,382.40,383.07,385.63,389.65,394.75,398.19,399.54,401.78,406.54
11/8/2016,266.22,264.47,237.09,220.94,228.73,248.17,254.11,236.00,243.09,265.46,339.93,366.06,372.64,380.87,382.17,383.57,386.14,390.06,399.45,403.05,405.87,409.50,411.24,416.53,424.10,434.79,442.98,448.21,453.20,462.73
11/9/2016,286.85,270.72,239.17,222.71,224.65,239.71,251.67,246.10,263.89,292.57,356.21,374.38,381.70,395.39,401.59,407.13,412.42,418.56,434.64,442.61,450.90,462.91,466.75,475.94,484.04,493.67,501.78,507.07,511.63,521.00
11/10/2016,303.29,279.53,242.28,224.76,221.80,230.23,248.33,257.31,283.43,308.81,362.25,380.00,388.49,413.02,420.12,429.87,443.60,457.68,475.82,481.70,489.40,516.76,520.09,529.13,537.62,544.73,550.25,553.40,556.63,563.44
11/11/2016,308.34,290.36,246.60,227.13,221.21,223.26,240.49,260.13,296.95,307.50,359.27,378.11,384.85,411.17,417.81,425.70,437.29,450.06,473.50,485.79,504.02,545.15,560.32,567.92,573.34,575.91,578.81,581.27,582.70,585.85
11/12/2016,315.38,296.80,250.15,228.90,221.68,221.42,234.65,260.15,306.41,308.89,356.27,377.03,382.65,408.83,415.64,422.83,432.47,443.18,467.38,483.29,508.95,564.35,580.42,586.17,589.23,592.78,597.85,602.59,605.04,610.19
11/13/2016,324.12,306.54,257.59,232.60,222.71,221.19,230.88,257.03,312.95,312.02,352.84,375.63,381.25,405.95,412.73,419.41,427.52,436.70,464.67,485.65,516.40,575.57,596.58,609.18,614.64,618.47,623.59,628.33,630.77,635.64
11/14/2016,336.15,314.99,264.85,237.22,224.41,221.76,229.75,256.75,315.41,315.80,351.33,375.32,381.67,406.81,413.45,420.19,428.68,440.42,479.93,504.59,539.83,599.70,619.77,633.64,638.83,644.02,655.14,665.44,670.68,681.06
11/15/2016,350.71,323.62,272.73,242.61,227.36,222.99,229.49,255.87,315.42,318.93,349.72,375.33,382.12,407.75,414.68,422.05,432.67,449.51,499.76,526.82,562.52,622.32,646.25,675.23,686.68,694.08,696.52,698.10,698.78,700.13
11/16/2016,356.51,329.14,273.93,243.88,228.69,224.20,230.40,256.69,316.21,321.39,349.20,375.92,383.15,409.30,416.60,425.20,439.19,461.88,520.99,551.01,589.50,662.20,684.16,699.20,700.68,701.82,702.71,703.34,703.62,704.21
11/17/2016,355.07,330.39,273.14,242.59,229.05,225.06,232.27,260.15,318.25,323.73,350.42,377.40,385.04,412.87,420.88,431.54,450.57,480.66,551.63,585.57,623.50,682.93,697.83,703.85,704.44,705.06,706.25,707.15,707.66,708.64
11/18/2016,350.51,331.95,275.70,243.41,230.34,226.34,233.73,261.21,319.11,326.03,351.51,379.19,387.45,417.68,428.23,443.93,470.28,506.96,584.15,614.58,646.85,692.44,703.36,708.15,709.01,709.66,709.33,708.84,708.47,707.90
11/19/2016,341.08,340.49,286.32,251.13,235.05,228.53,231.77,253.05,315.54,327.16,347.65,377.06,385.53,415.90,427.89,443.59,468.02,501.41,572.69,602.71,636.80,687.05,706.25,708.57,707.84,707.08,704.61,701.61,699.75,697.04
11/20/2016,354.23,343.96,280.55,249.09,234.56,229.14,232.37,256.03,319.42,329.88,348.54,379.02,387.33,421.20,434.22,452.62,480.78,517.94,595.33,624.79,657.39,697.13,703.56,700.30,697.24,694.67,692.98,692.44,692.10,691.74
11/21/2016,354.92,334.42,270.89,243.38,233.13,229.61,237.12,266.85,326.04,332.51,352.91,383.53,393.45,435.45,453.84,479.38,517.15,558.94,633.62,655.98,675.67,692.52,693.27,692.26,691.83,690.03,688.14,685.80,684.31,681.86
11/22/2016,344.87,324.25,263.16,238.93,232.32,230.22,240.89,274.62,330.72,335.23,356.01,387.37,398.30,448.86,471.68,501.50,541.59,582.22,644.37,662.07,677.08,687.18,685.61,682.82,683.21,696.76,715.17,737.14,749.36,774.23
