Date,SJ01,SJ02,SJ03,SJ04,SJ05,SJ06,SJ07,SJ08,SJ09,SJ10,SJ11,SJ12,SJ13,SJ14,SJ15,SJ16,SJ17,SJ18,SJ19,SJ20,SJ21,SJ22,SJ23,SJ24,SJ25,SJ26,SJ27,SJ28,SJ29,SJ30
1/11/2000,90.45,72.70,73.85,89.19,76.18,60.71,35.95,33.97,60.93,40.42,5.08,16.13,32.08,206.55,313.87,441.09,574.89,674.71,766.03,780.07,787.11,788.95,788.71,788.07,787.40,786.69,786.21,785.69,785.32,784.66
1/12/2000,93.43,76.27,90.84,106.96,95.56,75.37,44.69,44.75,68.91,38.45,6.98,24.21,52.33,299.59,417.56,540.69,652.37,723.36,777.35,782.89,784.72,783.80,783.46,782.82,782.29,781.62,781.15,780.69,780.27,779.59
1/13/2000,101.84,85.66,102.65,122.60,112.19,92.86,58.54,57.02,72.49,35.43,10.49,48.24,115.32,484.07,596.00,685.31,745.36,771.80,782.13,781.66,780.73,779.52,779.39,779.11,778.76,778.24,777.92,775.68,775.23,774.55
1/14/2000,109.48,94.52,114.39,135.33,128.62,110.95,73.12,68.56,76.81,36.14,14.90,85.18,201.77,610.40,689.79,742.74,770.14,778.91,779.56,778.51,777.37,775.36,775.06,774.52,773.97,773.14,772.61,770.60,770.14,769.45
1/15/2000,116.22,104.51,122.55,144.34,142.30,129.69,92.04,80.75,82.38,40.50,20.68,129.32,280.95,682.22,735.40,764.26,776.12,778.44,775.90,774.44,772.79,769.26,768.86,768.19,767.50,766.50,765.89,765.40,764.97,764.29
1/16/2000,118.64,115.72,125.96,146.13,151.45,146.72,120.51,97.42,95.83,58.09,25.46,136.67,255.24,653.72,718.33,753.15,770.17,774.97,772.87,771.04,768.90,763.35,763.14,762.73,762.19,761.29,760.77,760.32,759.88,759.21
1/17/2000,120.63,121.12,132.94,151.39,156.25,151.73,127.36,110.02,96.57,53.05,38.00,208.40,380.28,730.72,759.69,771.33,773.11,770.15,764.22,762.87,761.44,758.22,757.99,757.54,756.95,756.04,755.56,755.11,754.72,754.04
1/18/2000,124.30,126.13,136.45,153.50,159.74,155.88,136.71,122.99,102.32,55.97,57.94,293.67,482.62,762.16,771.25,770.40,766.38,762.85,758.78,757.67,756.27,753.38,753.24,752.90,752.30,751.43,751.05,750.18,749.71,749.07
1/19/2000,132.04,132.19,142.82,159.67,164.41,160.15,143.77,135.86,111.29,61.54,100.39,417.97,601.56,777.42,772.04,765.76,760.60,757.56,754.25,753.07,751.54,748.74,748.53,748.05,747.27,746.39,745.96,745.07,744.55,743.97
1/20/2000,140.10,139.08,151.42,168.95,170.77,163.72,150.46,149.40,116.55,69.33,179.16,572.83,705.33,775.97,766.80,760.26,755.41,752.41,748.61,747.22,745.71,743.65,743.47,742.97,742.16,741.32,740.90,740.00,739.48,738.88
1/21/2000,148.02,146.15,160.15,178.91,178.26,167.82,157.58,161.63,119.80,85.62,305.72,686.90,756.90,770.17,760.66,753.99,749.48,746.71,743.22,741.95,740.62,739.43,739.30,738.87,738.24,737.69,737.41,734.94,734.41,733.82
1/22/2000,153.51,152.56,169.39,189.61,186.29,171.96,164.81,172.43,129.81,121.96,464.48,744.94,777.22,765.16,754.73,748.21,744.58,742.53,739.30,737.96,736.45,734.30,733.97,733.08,732.20,731.29,730.72,729.79,729.28,728.68
1/23/2000,159.97,159.89,176.77,197.88,195.25,179.67,171.88,180.84,155.82,184.65,593.22,766.43,780.50,759.92,750.97,744.90,741.00,737.91,733.01,731.57,730.26,729.17,728.98,728.46,727.95,727.41,727.14,724.83,724.27,723.71
1/24/2000,167.87,167.61,190.48,214.33,207.06,186.02,179.76,199.86,213.45,297.09,701.40,778.57,786.63,768.08,753.77,745.39,742.10,739.44,734.31,734.16,733.93,734.74,735.36,736.77,737.28,737.10,738.16,722.74,720.91,720.57
1/25/2000,175.96,181.89,219.35,246.16,218.35,186.69,206.21,258.41,379.35,541.39,776.22,803.66,808.29,773.98,759.98,756.07,754.22,751.14,747.46,748.08,744.59,743.82,744.05,744.35,743.58,741.41,741.60,719.86,717.10,716.73
1/26/2000,190.32,204.28,255.30,280.37,221.76,196.35,287.43,425.67,676.75,769.84,815.49,812.15,808.95,775.15,767.97,762.21,759.52,752.80,746.45,746.74,741.40,740.00,739.73,739.16,737.71,734.73,734.24,714.40,711.81,711.25
1/27/2000,204.85,225.04,277.80,301.57,237.67,243.44,482.15,696.52,829.40,837.46,820.68,808.17,800.31,766.55,757.89,751.32,748.93,743.54,737.87,738.21,733.82,733.02,732.87,732.52,731.30,728.70,728.37,709.01,706.56,706.04
1/28/2000,214.78,239.63,292.13,321.75,272.51,335.27,670.03,838.21,865.62,849.45,816.81,797.73,790.39,760.64,751.39,745.75,743.24,738.65,733.07,733.38,729.28,728.32,728.24,728.04,726.91,724.37,724.15,704.24,701.67,701.20
1/29/2000,212.46,240.19,293.69,331.35,308.35,379.47,708.32,869.09,868.19,845.55,806.81,789.69,781.86,751.08,745.43,739.15,735.84,731.27,725.22,723.42,720.71,714.40,713.67,712.19,710.10,706.97,705.71,696.63,695.04,694.36
1/30/2000,197.17,225.67,273.28,309.07,328.75,352.28,593.27,818.39,867.20,841.96,803.12,775.39,764.57,736.68,729.95,721.78,714.05,708.38,703.34,701.95,700.81,696.08,695.41,694.03,692.50,690.72,689.72,688.84,688.33,687.63
1/31/2000,197.73,228.34,274.86,304.23,331.04,361.50,610.01,839.09,854.50,827.65,787.37,749.98,737.46,708.36,703.05,698.36,693.39,690.13,686.43,684.95,683.62,680.63,679.45,676.56,673.15,669.19,667.04,664.46,662.49,658.68
2/1/2000,191.05,222.07,257.95,283.83,317.42,352.42,561.95,810.49,851.00,818.60,774.92,725.18,715.01,694.22,688.78,685.13,681.09,674.34,660.41,659.19,659.74,665.34,667.70,673.67,680.25,687.61,691.72,695.69,699.20,706.37
2/2/2000,186.32,215.39,243.52,265.64,299.59,337.53,524.78,785.24,844.69,810.74,758.27,708.03,702.37,680.50,669.97,663.50,666.52,679.92,710.19,717.00,720.92,726.60,728.63,733.76,739.15,744.96,748.40,750.86,753.70,759.54
2/3/2000,176.55,202.32,227.32,245.47,274.64,307.93,446.70,713.03,844.74,810.18,748.80,699.73,694.88,674.73,681.47,695.54,710.47,723.36,751.37,760.20,766.70,772.68,774.08,777.93,782.35,786.67,789.32,792.28,794.48,798.85
2/4/2000,175.66,198.26,220.97,236.17,262.04,290.59,433.91,717.91,837.63,802.41,733.89,692.25,687.58,702.33,715.78,731.50,749.82,764.55,787.62,795.48,801.52,806.50,807.14,808.81,810.60,812.42,813.54,814.80,815.71,817.51
2/5/2000,173.77,194.28,214.04,228.18,249.91,277.15,416.60,685.41,827.96,795.39,722.41,686.45,690.72,738.26,754.41,770.31,786.28,797.76,811.15,815.06,818.26,823.54,825.41,830.71,836.32,841.81,845.36,849.08,851.91,857.26
2/6/2000,175.13,194.55,211.71,225.11,244.88,268.84,435.74,704.00,814.50,781.56,708.16,687.16,710.19,775.71,789.42,801.10,811.53,821.49,844.85,853.78,860.94,869.11,871.35,876.84,881.65,886.83,890.39,894.19,897.06,902.20
2/7/2000,172.22,191.73,207.11,219.66,238.86,261.36,419.11,687.98,799.03,767.69,699.21,701.62,738.18,806.97,818.11,831.31,847.74,862.97,890.99,899.90,906.52,914.67,917.20,922.87,927.55,932.88,936.68,940.62,943.61,948.92
2/8/2000,169.46,188.70,202.96,214.80,232.55,251.58,400.01,666.61,785.76,755.80,694.45,723.82,765.85,837.25,852.41,869.96,889.46,906.54,937.04,946.61,953.10,959.85,961.40,964.65,967.37,970.54,972.86,975.20,976.99,980.16
2/9/2000,168.00,186.05,199.86,210.24,226.67,242.68,383.70,643.31,773.69,745.13,694.40,746.68,792.38,873.09,892.11,912.33,933.04,949.97,972.70,978.75,982.69,986.18,986.87,988.16,989.26,990.66,991.73,992.75,993.51,994.87
2/10/2000,165.39,181.37,195.52,204.22,218.81,232.11,345.79,602.82,761.14,738.35,699.67,766.30,813.05,908.62,928.88,948.01,965.34,976.83,989.05,992.14,994.73,996.56,996.37,995.93,995.50,994.91,994.47,994.03,993.71,993.17
2/11/2000,165.90,180.12,193.35,201.43,213.74,224.70,343.29,599.91,751.53,732.50,710.03,789.57,842.88,944.54,960.23,973.35,983.91,990.45,994.65,994.51,993.80,997.23,999.59,1003.85,1008.05,1013.98,1018.31,1022.30,1025.35,1030.74
2/12/2000,167.49,180.49,194.81,206.29,211.38,218.80,328.74,591.29,753.02,734.25,723.95,813.78,879.58,972.50,981.49,988.49,994.56,1000.26,1009.28,1014.68,1021.93,1041.88,1042.99,1044.96,1046.93,1050.19,1052.40,1054.39,1055.80,1058.61
2/13/2000,174.77,186.08,205.40,224.15,219.92,223.55,376.04,612.12,759.93,736.97,759.44,890.35,953.07,1011.94,1015.27,1019.58,1028.62,1038.09,1049.08,1051.53,1053.42,1058.53,1057.92,1056.32,1053.77,1050.35,1048.87,1044.05,1042.10,1039.38
2/14/2000,179.74,193.65,221.22,242.16,236.80,243.08,400.59,646.99,766.07,752.03,839.77,991.49,1030.08,1053.22,1056.49,1057.12,1054.96,1046.71,1031.20,1027.14,1022.77,1016.99,1014.80,1009.72,1003.68,996.80,992.56,983.14,979.13,973.05
2/15/2000,196.88,220.16,255.49,280.56,338.20,434.24,737.99,771.39,757.08,737.86,1026.70,1040.44,1028.70,976.28,962.16,944.60,932.24,917.95,897.39,888.70,877.67,851.77,846.00,835.91,821.56,804.94,792.40,773.01,760.91,745.60
2/16/2000,213.49,247.09,319.89,380.71,642.58,759.00,740.91,711.10,622.21,654.22,950.99,840.57,800.47,728.35,720.70,708.64,701.57,689.49,671.88,664.72,652.80,635.67,631.76,625.25,614.49,600.32,592.81,575.99,566.87,555.37
2/17/2000,242.55,310.61,473.58,548.59,713.44,684.50,510.60,543.67,481.28,506.02,723.74,638.27,600.98,537.92,530.08,515.49,506.40,491.07,464.66,454.58,442.12,426.85,421.95,414.03,400.50,382.38,372.76,346.82,334.74,320.17
2/18/2000,305.92,411.33,535.87,525.51,525.52,495.17,451.48,428.91,416.37,404.83,475.20,396.76,346.96,311.58,309.04,302.04,299.13,293.28,286.53,285.16,281.71,278.69,278.09,275.86,273.23,268.70,266.46,255.64,252.81,249.86
2/19/2000,377.46,463.20,482.14,464.60,427.13,395.34,360.87,297.97,283.53,266.21,303.81,281.53,272.45,255.21,253.62,248.85,247.30,243.57,239.43,238.62,236.24,234.47,234.06,232.69,231.19,228.38,227.10,222.05,220.47,218.67
2/20/2000,382.21,454.31,441.04,410.65,314.15,272.24,257.19,236.01,233.01,223.16,248.38,237.55,232.10,223.37,222.72,220.49,219.94,218.32,216.59,216.34,215.28,214.68,214.56,214.14,213.54,212.36,211.92,207.67,206.75,206.08
2/21/2000,389.28,425.73,365.92,331.85,245.35,220.37,218.31,200.40,205.59,200.80,227.21,223.94,222.79,221.58,222.78,222.41,223.50,223.22,223.62,224.20,224.06,225.17,225.46,226.47,227.18,228.13,229.20,226.32,226.61,228.19
2/22/2000,355.88,371.18,303.74,282.45,219.23,198.49,203.79,196.85,209.67,208.45,241.50,242.55,241.21,239.59,239.98,239.83,240.18,240.02,240.12,240.33,240.30,240.76,240.83,241.26,241.59,242.10,242.53,242.15,242.51,243.38
2/23/2000,327.26,320.81,272.90,257.42,207.73,211.33,226.31,231.82,234.74,230.36,260.77,269.61,269.67,262.42,263.35,261.25,262.24,260.55,259.70,260.22,259.06,259.95,260.25,261.05,261.54,262.29,262.99,258.72,258.58,259.57
2/24/2000,291.02,280.59,251.88,251.43,234.05,245.08,260.92,265.18,269.23,263.29,291.54,291.91,289.18,278.47,278.56,275.78,275.93,273.79,271.96,272.07,270.62,270.72,270.82,270.96,270.86,270.53,270.68,266.39,265.94,266.24
2/25/2000,266.55,263.94,263.63,276.71,272.73,273.66,285.42,282.12,280.55,272.87,296.04,292.46,288.54,276.52,276.24,272.93,272.45,269.97,267.28,266.96,265.20,264.45,264.15,263.77,263.03,261.44,261.01,255.99,254.72,254.05
2/26/2000,258.85,272.13,292.12,304.24,286.83,284.09,287.33,280.01,274.58,264.71,282.06,279.25,276.07,265.91,265.87,263.15,263.06,260.99,259.02,258.97,257.53,257.31,257.27,257.21,256.89,256.13,256.06,251.74,251.03,250.91
2/27/2000,262.56,285.46,307.45,310.82,284.25,281.44,271.48,273.69,266.83,258.73,281.12,280.72,277.69,266.19,266.27,263.28,263.37,261.08,259.02,259.06,257.47,257.42,257.46,257.50,257.31,256.80,256.85,252.60,252.00,252.09
2/28/2000,289.98,304.30,307.13,309.87,274.66,268.47,266.83,262.88,253.83,247.43,271.24,262.28,258.67,251.50,250.60,249.17,248.02,246.95,245.35,244.80,244.05,243.16,242.68,242.06,241.29,239.75,239.07,238.00,237.39,236.57
2/29/2000,291.56,302.97,294.59,294.31,255.89,248.51,238.84,234.97,225.04,218.59,243.72,244.01,243.51,240.78,241.10,240.79,241.21,241.00,241.04,241.28,241.17,241.50,241.70,241.97,242.36,242.83,243.14,243.00,243.18,243.62
3/1/2000,293.60,294.56,276.60,272.31,224.94,219.81,221.57,223.15,223.08,220.44,253.80,258.10,258.61,257.84,258.68,258.86,260.07,260.16,260.95,261.59,261.84,262.75,263.32,264.07,264.94,266.65,267.53,266.63,267.29,268.54
3/2/2000,277.09,279.64,258.35,257.38,226.12,226.35,233.75,236.09,240.55,239.35,279.48,276.96,274.67,268.16,267.49,265.81,264.85,263.64,261.96,261.45,260.44,259.63,259.20,258.60,257.57,256.18,255.47,253.20,252.38,251.37
3/3/2000,256.70,265.65,253.36,255.43,242.63,245.46,249.79,247.29,241.36,237.51,256.68,252.19,250.11,245.57,244.90,243.71,242.85,242.03,240.79,240.34,239.64,238.94,238.54,238.01,237.27,235.80,235.18,231.88,231.03,230.03
3/4/2000,239.34,257.30,254.34,256.68,244.66,238.95,236.65,232.10,227.51,223.00,236.13,232.39,230.20,224.59,223.81,222.27,221.39,220.34,218.79,218.28,217.35,216.56,216.10,215.49,214.67,213.05,212.34,210.32,209.50,208.48
3/5/2000,231.02,252.15,248.90,246.07,232.76,226.48,221.17,215.75,211.48,207.79,212.91,213.29,213.56,214.59,215.17,215.79,216.45,216.80,217.62,218.04,218.49,219.26,219.51,220.01,220.82,221.86,222.46,223.54,224.14,225.07
3/6/2000,232.60,246.37,236.78,230.64,214.56,208.36,206.61,204.83,211.77,211.64,229.53,233.38,235.00,237.30,238.05,238.83,239.70,240.18,241.34,241.94,242.53,243.65,243.92,244.60,245.67,247.04,247.86,248.84,249.53,250.69
3/7/2000,227.80,237.66,222.99,218.55,212.44,215.30,225.04,228.13,234.42,235.76,255.59,256.73,256.83,255.48,255.54,255.28,255.36,255.15,255.01,255.04,254.91,254.95,254.96,255.00,255.01,254.97,255.01,252.52,252.34,252.31
3/8/2000,220.37,228.83,223.25,228.59,235.01,239.17,248.35,243.99,247.52,245.21,257.64,256.45,255.63,253.09,252.93,252.60,252.41,252.15,251.77,251.64,251.42,251.19,251.13,250.99,250.74,250.41,250.24,249.88,249.71,249.58
3/9/2000,219.85,229.81,238.82,243.18,248.48,246.25,250.14,244.19,245.89,242.10,251.66,243.55,239.19,232.19,230.59,229.47,227.90,226.80,224.43,223.35,222.03,219.94,219.45,218.20,216.14,213.41,211.91,206.41,204.71,202.41
3/10/2000,228.28,241.00,247.21,247.67,248.31,244.52,237.00,227.02,221.49,209.98,206.64,197.98,193.78,186.88,185.55,184.05,182.70,181.36,178.95,178.01,176.60,174.79,174.35,173.28,171.47,169.06,167.75,162.21,160.75,158.84
3/11/2000,236.55,248.75,247.57,242.31,225.37,211.30,197.66,191.63,183.25,172.51,166.44,164.43,162.68,158.45,158.28,157.47,157.27,156.64,155.91,155.78,155.30,155.05,155.00,154.86,154.60,154.23,154.06,151.87,151.65,151.48
3/12/2000,239.86,248.16,229.62,220.37,188.34,175.74,170.51,169.66,165.86,160.86,161.60,163.38,162.70,159.55,159.84,159.38,159.73,159.38,159.35,159.59,159.45,159.88,159.98,160.25,160.65,161.12,161.44,159.45,159.63,160.08
3/13/2000,234.99,236.28,209.92,203.40,170.33,167.99,168.56,169.64,168.30,166.93,169.78,168.67,167.55,164.60,164.53,163.91,163.82,163.36,162.87,162.82,162.48,162.37,162.35,162.29,162.17,161.96,161.89,159.41,159.23,159.14
3/14/2000,224.44,221.27,197.05,195.88,170.13,171.60,172.60,171.93,168.68,165.82,166.26,165.11,163.93,161.66,161.58,161.05,160.92,160.52,160.07,159.99,159.69,159.54,159.50,159.42,159.25,158.97,158.87,156.41,156.20,156.05
3/15/2000,207.93,211.29,194.93,196.03,172.49,170.97,168.80,168.04,165.15,162.13,162.91,164.00,163.81,162.74,163.01,162.92,163.25,163.27,163.45,163.67,163.68,163.99,164.19,164.44,164.73,165.28,165.58,163.56,163.84,164.30
3/16/2000,198.97,205.49,194.58,192.96,170.89,167.96,166.39,167.46,167.22,167.23,171.42,173.62,173.75,173.05,173.45,173.54,173.95,174.15,174.50,174.78,174.88,175.30,175.57,175.92,176.32,177.10,177.49,175.70,176.00,176.77
3/17/2000,196.16,201.59,191.06,188.08,170.72,170.11,174.15,177.08,177.54,178.44,183.12,184.70,184.60,183.15,183.32,183.10,183.26,183.12,183.06,183.16,183.07,183.20,183.30,183.43,183.55,183.78,183.92,181.90,181.94,182.22
3/18/2000,190.95,198.32,189.28,187.15,179.89,178.97,185.34,189.14,187.98,187.35,188.67,189.39,189.23,187.51,187.63,187.28,187.40,187.14,186.96,187.03,186.86,186.95,187.01,187.10,187.16,187.26,187.36,184.85,184.80,184.95
3/19/2000,186.82,194.73,190.50,191.08,189.28,189.47,192.90,195.25,193.42,191.68,191.75,192.11,191.85,190.10,190.24,189.93,190.05,189.83,189.67,189.74,189.56,189.68,189.71,189.83,189.90,189.99,190.11,187.88,187.87,188.07
3/20/2000,185.95,192.96,193.28,195.60,195.17,195.69,196.83,197.71,195.67,194.14,194.07,195.21,195.61,195.26,195.81,195.92,196.40,196.49,196.83,197.10,197.14,197.69,197.82,198.29,198.71,199.36,199.85,198.52,198.86,199.65
3/21/2000,184.19,193.22,195.44,198.14,198.40,198.38,199.26,200.29,199.45,200.00,203.68,207.55,208.98,210.13,211.12,211.52,212.42,212.73,213.55,214.04,214.27,215.31,215.55,216.43,217.22,218.47,219.37,217.93,218.58,219.94
3/22/2000,183.65,193.84,197.21,200.43,200.76,201.02,205.50,209.99,211.95,213.98,222.09,227.90,227.68,222.90,222.03,220.69,219.98,218.95,217.65,217.27,216.55,215.63,215.45,214.90,213.96,212.71,212.00,208.02,207.15,205.93
3/23/2000,184.98,194.83,199.28,203.01,205.28,208.69,217.86,226.19,231.52,228.22,219.97,212.88,211.89,210.04,210.34,210.06,210.27,210.08,209.99,210.10,209.96,210.16,210.27,210.44,210.67,210.90,211.10,208.46,208.52,208.83
3/24/2000,186.35,196.47,201.96,207.08,214.41,222.22,233.65,230.84,220.13,213.58,214.84,216.54,217.25,219.88,221.73,222.88,224.12,225.09,226.78,227.56,228.14,229.85,230.56,231.73,233.53,235.72,237.10,235.89,237.15,239.17
3/25/2000,190.05,199.06,207.26,215.38,227.77,230.18,225.59,221.35,219.53,219.02,232.85,245.31,249.07,249.82,250.51,250.63,251.09,251.22,251.74,252.06,252.13,252.85,253.14,253.61,254.31,255.13,255.67,253.71,254.15,254.98
3/26/2000,193.95,203.04,216.34,224.91,228.17,224.46,225.02,232.09,240.59,248.91,255.91,261.16,263.18,263.39,264.05,264.13,264.58,264.69,265.24,265.63,265.69,266.46,266.75,267.23,267.95,268.79,269.35,267.15,267.58,268.41
3/27/2000,194.15,206.24,220.98,227.53,225.64,231.15,242.40,258.18,260.51,262.88,268.83,274.49,276.44,276.24,276.76,276.77,277.15,277.22,277.61,277.97,278.03,278.70,278.94,279.35,279.94,280.65,281.12,279.16,279.53,280.27
3/28/2000,195.63,209.99,222.91,230.38,236.88,247.48,262.72,270.98,273.18,275.42,280.59,285.20,287.32,286.88,287.27,287.14,287.48,287.48,287.73,288.01,288.02,288.55,288.73,289.03,289.48,289.91,290.34,288.39,288.64,289.20
3/29/2000,197.56,212.83,225.43,236.69,253.08,264.58,275.62,283.12,284.60,285.80,290.21,294.44,296.32,294.46,294.42,293.79,293.74,293.24,292.72,292.65,292.29,292.12,292.07,292.00,291.83,291.57,291.46,288.09,287.78,287.59
3/30/2000,197.24,214.40,227.98,244.00,264.68,275.69,287.35,293.22,294.41,294.43,296.34,296.41,296.62,294.31,294.93,294.82,295.44,295.57,296.14,296.68,296.77,297.78,298.08,298.60,299.26,300.14,300.86,297.72,298.01,299.04
3/31/2000,200.37,217.44,235.89,254.26,276.15,287.12,297.95,302.03,301.25,297.89,299.31,305.28,308.04,308.09,308.68,308.43,308.99,309.00,309.49,310.00,310.02,310.92,311.19,311.65,312.21,313.00,313.64,310.25,310.50,311.47
4/1/2000,195.79,215.60,235.26,255.35,281.28,294.18,303.40,305.40,302.82,303.14,311.44,316.35,318.99,319.31,319.57,319.13,319.32,319.10,319.18,319.42,319.37,319.78,319.90,320.11,320.33,320.64,320.92,318.09,318.16,318.68
4/2/2000,193.17,214.36,235.51,255.77,285.13,299.25,305.78,307.15,313.45,314.01,320.69,323.47,325.42,325.01,325.25,324.58,324.72,324.24,323.84,323.87,323.52,323.55,323.57,323.61,323.59,323.50,323.54,319.71,319.50,319.50
4/3/2000,191.68,213.63,235.61,255.18,286.82,302.50,310.33,316.76,322.27,322.44,326.44,327.05,328.29,325.90,325.94,324.97,324.82,323.99,322.95,322.70,322.01,321.56,321.45,321.18,320.84,320.24,319.97,315.75,315.30,314.86
4/4/2000,191.88,214.26,235.96,254.82,288.33,305.64,317.78,325.13,328.03,327.86,327.98,326.26,325.28,321.28,321.10,320.56,321.50,322.11,324.50,325.84,326.77,328.58,329.08,330.33,331.63,333.54,334.78,332.67,333.53,335.61
4/5/2000,192.21,214.89,236.36,254.97,289.66,310.60,324.56,330.92,331.28,329.30,325.02,328.60,335.19,339.52,342.38,343.27,344.59,345.57,348.82,350.40,351.60,353.63,354.21,355.69,357.30,359.36,361.07,360.08,361.20,363.69
4/6/2000,192.67,215.44,236.97,255.18,292.71,316.11,329.81,334.11,331.03,326.55,334.90,349.91,359.15,364.31,368.44,370.65,372.81,374.65,380.09,382.48,384.08,387.20,388.10,390.42,392.84,396.38,398.99,398.60,400.37,403.65
4/7/2000,192.32,215.17,236.49,253.96,294.32,320.28,332.74,334.44,330.56,335.34,357.14,377.40,391.95,401.04,407.27,411.40,414.02,414.66,415.90,416.54,416.47,417.29,417.54,418.14,418.73,419.56,420.24,417.06,417.33,418.13
4/8/2000,191.07,213.70,234.65,251.63,294.86,322.52,333.30,334.99,345.39,355.81,388.09,413.89,421.58,422.45,423.78,424.37,425.66,426.65,428.94,429.88,430.06,431.42,431.88,432.94,434.13,435.82,437.06,434.77,435.53,437.13
4/9/2000,188.64,210.42,231.73,248.64,294.65,323.07,337.52,346.91,367.36,384.47,418.06,428.04,435.54,438.28,441.16,442.95,444.58,445.36,446.43,446.88,446.88,447.51,447.76,448.31,449.00,449.92,450.58,448.90,449.32,450.27
4/10/2000,185.39,207.19,227.73,245.72,291.84,323.77,347.46,366.10,398.44,414.82,432.03,444.59,451.33,452.15,454.07,455.04,456.43,456.93,457.77,458.28,458.20,459.11,459.43,460.04,460.78,461.67,462.37,459.48,459.78,460.60
4/11/2000,182.62,203.95,223.86,242.42,288.30,326.43,361.63,390.79,422.16,429.56,447.21,455.29,463.05,464.00,465.63,465.92,465.99,464.50,462.05,461.41,460.19,458.65,458.05,456.77,455.11,452.87,451.54,445.88,444.51,442.65
4/12/2000,180.23,200.70,219.75,238.33,284.96,329.14,377.00,413.22,436.00,442.84,457.68,464.41,466.40,457.24,453.47,450.13,448.63,447.55,448.13,448.90,448.86,450.18,450.68,451.81,453.00,454.41,455.48,452.50,452.98,454.61
4/13/2000,176.72,196.83,214.18,231.21,278.52,326.88,387.85,426.25,447.80,453.14,464.64,453.70,451.94,453.61,456.16,458.34,460.56,461.66,462.72,463.21,463.48,464.35,464.80,465.82,466.96,468.18,469.04,467.43,468.15,469.58
4/14/2000,175.80,195.17,210.73,225.79,273.01,325.00,394.61,435.79,456.34,461.89,458.60,454.96,463.42,467.05,468.02,469.68,470.96,471.83,473.80,474.09,473.72,473.00,472.76,472.36,471.88,471.23,470.83,467.32,466.82,466.31
4/15/2000,180.94,200.11,216.28,238.17,304.56,364.44,426.99,453.79,464.16,462.82,462.17,471.92,474.81,470.32,469.18,467.18,465.95,464.82,463.36,462.82,462.14,461.06,460.46,459.35,458.24,456.55,455.61,452.14,451.24,449.79
4/16/2000,186.24,207.28,240.62,288.04,390.23,438.43,461.46,466.17,467.67,467.07,460.11,455.05,451.67,440.96,437.99,433.45,428.33,424.40,416.65,413.60,410.42,404.14,400.08,391.55,381.21,367.70,360.49,347.50,341.10,329.53
4/17/2000,191.53,221.77,291.43,355.61,440.70,465.02,466.61,462.66,443.66,428.49,374.25,345.14,326.20,308.52,305.63,302.09,298.49,295.47,289.78,287.68,285.54,281.09,278.30,273.48,266.65,257.52,252.53,245.77,241.67,234.03
4/18/2000,215.31,265.56,366.48,412.77,452.32,450.89,402.86,372.02,315.16,299.57,262.77,242.16,231.61,226.57,226.90,227.14,227.79,228.13,228.82,229.23,229.50,230.16,230.73,231.63,232.87,234.53,235.66,236.51,237.10,238.53
4/19/2000,253.10,318.09,400.02,410.22,375.93,337.54,280.61,261.81,237.53,240.14,243.39,249.35,250.13,248.93,249.51,249.38,250.21,250.04,250.43,250.90,250.90,251.63,252.25,253.29,254.57,256.15,257.40,250.55,250.65,251.66
4/20/2000,283.48,348.81,372.28,341.95,276.41,255.93,249.85,254.09,260.43,261.70,265.21,267.88,267.76,263.79,263.70,262.73,262.61,261.87,261.12,261.04,260.52,260.33,260.23,260.06,259.68,259.05,258.85,251.64,251.13,250.92
4/21/2000,298.83,348.31,318.52,286.56,260.19,262.03,268.97,273.56,272.15,269.60,266.62,265.38,264.94,262.07,262.46,262.06,262.49,262.21,262.18,262.43,262.30,262.63,262.98,263.53,264.23,265.01,265.71,260.10,260.23,261.23
4/22/2000,301.30,329.27,289.09,279.80,273.36,274.17,273.81,272.43,270.67,271.03,270.97,273.44,274.34,276.13,277.44,278.46,280.20,280.86,282.54,283.51,284.36,285.85,287.24,289.40,292.56,296.56,299.28,297.65,299.33,303.13
4/23/2000,291.98,308.97,286.62,289.26,275.84,275.43,274.45,276.56,285.91,291.86,300.07,312.25,314.24,311.55,310.86,309.67,308.75,307.97,306.60,306.04,305.26,304.35,303.58,302.36,300.50,298.00,296.49,290.64,289.41,287.40
4/24/2000,276.39,296.43,289.72,293.06,281.97,290.68,297.89,310.81,311.02,306.10,300.09,293.74,292.12,288.93,288.56,287.72,287.29,286.74,285.90,285.62,285.10,284.62,284.23,283.60,282.63,281.25,280.47,274.67,273.86,272.76
4/25/2000,262.58,291.23,292.83,302.70,304.53,308.07,306.90,300.10,291.54,288.46,284.16,280.53,279.49,277.95,277.98,277.65,277.70,277.44,277.25,277.28,277.12,277.15,277.20,277.28,277.32,277.28,277.38,272.67,272.50,272.64
4/26/2000,260.39,292.64,301.68,312.34,303.20,295.47,290.62,286.27,282.49,281.26,280.66,281.09,280.91,278.94,278.78,278.13,277.92,277.46,276.86,276.72,276.35,276.04,275.85,275.52,274.98,274.15,273.76,267.84,267.25,266.66
4/27/2000,259.25,293.81,306.00,308.01,291.29,286.55,284.69,284.56,282.67,280.29,277.60,275.86,275.10,273.54,273.59,273.23,273.31,273.03,272.83,272.89,272.70,272.78,272.84,272.99,273.09,273.10,273.25,267.96,267.78,268.00
