Date,OM01,OM02,OM03,OM04,OM05,OM06,OM07,OM08,OM09,OM10,OM11,OM12,OM13,OM14,OM15,OM16,OM17,OM18,OM19,OM20,OM21,OM22,OM23,OM24,OM25,OM26,OM27,OM28,OM29,OM30,OM31,OM32,OM33,OM34,OM35,OM36,OM37,OM38,OM39,OM40,OM41,OM42,OM43,OM44,OM45,OM46,OM47,OM48,OM49,OM50,OM51,OM52,OM53,OM54,OM55,OM56,OM57,OM58,OM59,OM60,OM61,OM62,OM63,OM64,OM65,OM66,OM67,OM68,OM69,OM70,OM71,OM72
1/11/2000,76.72,68.76,62.90,55.86,54.04,52.07,51.59,50.67,49.32,48.26,48.11,46.28,45.87,44.48,43.84,40.84,40.90,41.36,41.50,43.10,43.94,43.70,43.40,43.09,42.35,37.85,38.90,55.35,70.78,67.49,62.68,56.00,47.44,39.19,38.32,34.45,31.96,30.47,29.33,28.34,28.25,28.07,27.83,27.09,26.03,25.57,25.59,26.03,26.85,25.90,25.69,25.65,25.54,25.60,25.49,24.90,24.55,25.40,23.79,25.68,27.62,27.16,29.38,31.28,37.55,31.55,33.50,58.94,91.04,81.45,55.56,33.12
1/12/2000,88.05,74.59,67.32,61.32,60.18,59.32,59.10,58.78,57.60,57.02,57.22,55.43,54.85,53.47,52.71,49.23,49.30,49.82,50.16,51.78,52.71,52.43,52.12,51.77,51.00,46.03,46.43,59.83,75.44,71.76,66.41,59.68,52.06,45.12,45.03,41.11,38.99,37.60,36.59,35.96,36.22,36.32,36.02,35.00,33.64,32.93,32.85,33.66,34.77,33.73,33.57,33.58,33.40,33.41,33.13,32.05,31.41,32.74,30.51,32.47,35.82,36.52,38.37,41.04,47.69,40.22,41.56,71.71,104.86,87.19,59.25,38.08
1/13/2000,97.46,84.17,76.64,69.72,67.64,65.54,65.19,65.07,64.14,64.05,64.93,63.27,63.10,61.82,61.11,57.57,57.51,57.56,57.76,59.74,61.07,60.82,60.78,60.49,59.85,54.98,54.55,54.30,85.28,81.54,74.78,66.46,58.47,52.49,52.50,47.89,45.72,44.39,43.65,44.10,45.57,45.92,45.48,44.30,42.85,42.04,41.86,42.89,44.59,43.19,42.89,42.96,42.84,42.70,42.52,41.48,40.91,42.08,39.58,41.22,45.09,43.66,49.91,53.55,62.02,53.84,56.32,88.76,121.16,99.53,65.30,42.97
1/14/2000,102.16,93.31,86.62,79.52,77.13,74.02,73.31,72.38,71.13,70.33,71.22,70.10,69.54,68.45,67.83,64.79,64.67,64.35,64.39,66.54,68.21,67.85,68.27,68.06,67.52,63.02,62.65,62.44,95.61,92.55,85.53,76.66,68.92,62.76,62.85,57.34,54.90,53.37,52.81,53.89,55.83,56.53,55.70,54.50,52.90,51.96,51.58,52.43,54.70,53.07,52.44,52.52,52.37,52.00,51.95,51.01,50.45,52.06,49.33,51.10,55.79,53.53,61.90,66.06,74.11,65.81,69.36,103.04,135.12,113.60,73.76,48.57
1/15/2000,106.95,103.01,97.57,91.10,88.44,84.76,83.89,82.50,80.98,79.90,80.53,79.47,78.32,76.89,75.80,73.05,72.97,72.89,72.93,75.28,76.86,76.47,76.55,76.20,75.25,71.22,70.77,70.56,104.64,102.41,96.61,88.05,80.47,74.15,74.67,69.07,66.41,64.82,64.22,65.48,67.61,68.39,66.96,65.69,63.99,63.04,62.78,63.11,65.65,63.46,62.47,62.54,62.44,62.14,62.17,61.34,60.79,63.01,60.31,62.25,66.48,64.37,74.52,78.75,86.21,77.31,82.11,113.05,147.06,126.52,84.00,55.10
1/16/2000,106.69,113.32,108.64,103.99,101.36,97.70,96.83,95.08,93.30,91.91,91.27,89.77,88.30,86.53,85.56,83.88,84.09,84.66,84.73,86.48,87.07,86.61,86.17,85.70,84.98,81.45,81.17,89.94,113.09,110.64,107.76,101.69,94.20,87.37,88.27,83.26,80.67,79.11,78.17,79.02,81.37,80.79,79.77,78.53,76.84,75.89,75.78,75.96,77.43,75.34,74.95,75.02,74.78,74.39,73.89,72.66,71.89,75.43,72.53,73.90,79.24,77.12,87.95,91.63,100.98,92.64,96.03,124.48,160.02,140.61,97.22,63.32
1/17/2000,115.28,120.95,116.26,112.24,110.13,107.33,106.54,104.87,103.64,102.18,101.48,99.69,98.56,97.36,96.22,94.68,94.88,95.13,95.11,96.25,96.35,95.94,95.59,95.77,100.02,109.30,133.80,162.82,119.12,116.36,112.42,106.48,100.22,94.49,94.92,91.07,88.94,88.12,88.04,89.66,91.71,91.29,90.51,89.65,88.00,86.96,86.63,86.50,87.13,86.07,85.71,85.77,85.79,85.82,85.26,84.96,90.79,86.16,83.77,84.02,90.30,90.65,97.01,100.92,118.41,114.04,114.63,144.29,171.50,149.69,104.80,71.01
1/18/2000,122.97,134.20,128.77,125.31,122.11,118.04,117.11,115.54,114.05,112.92,112.89,111.49,110.42,109.10,108.23,106.66,106.86,107.68,107.74,110.07,110.85,109.93,109.42,109.12,116.20,128.00,165.31,202.77,130.44,126.36,120.92,114.26,107.70,101.71,102.01,98.60,96.95,96.47,96.61,98.42,100.47,100.60,99.79,98.75,97.24,96.68,97.13,97.80,98.67,97.04,96.94,97.50,97.71,97.62,97.72,97.66,107.70,95.65,93.48,95.42,99.56,100.98,105.67,110.78,136.30,128.42,127.96,165.48,198.44,166.49,116.34,79.65
1/19/2000,132.68,146.60,142.15,140.10,136.57,131.69,130.49,128.48,126.79,125.50,125.58,124.37,123.36,122.39,121.86,120.71,120.96,122.05,122.05,124.49,125.06,124.34,124.93,126.09,140.93,161.74,204.44,238.97,141.84,137.34,131.02,123.73,116.42,110.21,110.04,106.74,105.38,105.38,106.16,109.30,112.21,112.74,111.76,110.47,108.80,108.48,109.84,111.93,112.79,111.16,111.59,112.83,113.73,114.03,113.79,116.52,134.95,106.50,104.75,107.15,111.50,113.19,118.91,125.85,162.84,153.30,149.53,211.96,262.89,202.49,130.14,88.98
1/20/2000,143.06,156.35,153.32,152.97,149.62,144.99,143.91,141.87,139.96,138.51,138.59,137.29,136.32,135.42,135.25,134.02,134.11,134.94,135.11,137.50,139.22,139.07,143.49,146.54,170.20,190.20,231.19,262.91,150.95,146.86,140.42,132.97,125.31,119.01,118.63,115.69,115.08,115.77,117.33,121.70,125.51,126.19,125.14,123.86,122.34,122.40,124.29,127.86,127.94,126.29,127.18,128.71,130.73,133.08,132.35,139.60,161.30,119.70,117.93,120.15,125.09,126.83,133.09,141.39,191.38,183.47,181.13,264.05,323.00,249.93,151.32,99.25
1/21/2000,152.20,163.66,161.97,163.24,160.44,156.60,155.80,154.13,152.48,151.30,151.57,150.44,149.39,148.64,148.54,147.10,147.18,147.86,148.04,150.37,152.21,152.11,156.95,161.44,186.04,209.81,248.13,276.72,158.16,154.68,148.55,141.31,133.68,127.19,127.19,124.58,124.63,126.04,128.31,134.01,138.66,139.61,138.56,137.30,136.07,136.72,139.54,147.72,144.31,142.64,144.01,146.28,148.97,151.58,151.06,158.89,182.06,133.13,132.02,133.70,138.51,140.39,147.01,156.20,214.36,207.22,204.52,299.95,365.80,292.36,178.78,112.22
1/22/2000,158.66,168.66,168.28,170.70,168.61,166.07,165.55,164.78,163.74,163.20,163.46,162.38,161.28,160.63,160.66,159.51,159.77,161.30,162.34,163.55,163.39,163.26,164.48,165.96,183.09,207.83,254.27,300.18,163.27,160.47,155.12,148.30,140.99,135.14,134.82,132.53,133.22,135.38,138.64,146.00,151.76,153.42,152.28,151.12,150.24,151.87,157.99,177.98,164.70,163.87,167.35,172.34,176.41,176.87,172.73,170.66,187.82,146.93,145.39,146.21,152.05,155.62,160.89,171.23,240.00,228.23,222.79,336.92,411.64,332.99,206.51,128.53
1/23/2000,163.36,174.45,174.84,178.79,177.12,175.91,175.87,176.95,175.69,176.07,177.80,177.20,176.06,175.39,175.78,174.91,175.33,177.32,178.37,182.83,183.76,182.62,182.96,182.77,191.51,215.83,257.63,306.54,168.70,166.47,162.07,155.86,148.83,143.62,143.25,140.98,141.88,144.29,148.19,157.59,165.32,167.00,166.10,165.09,165.03,168.92,179.11,207.22,187.66,186.48,192.20,198.89,205.59,207.00,206.20,199.75,208.35,161.40,159.85,164.18,165.98,168.79,176.34,187.37,263.90,246.45,241.88,362.09,445.71,375.39,241.22,148.57
1/24/2000,172.85,181.09,182.04,186.92,186.14,187.42,188.69,193.70,192.90,196.86,202.54,202.82,200.98,201.49,203.72,202.96,204.08,211.66,216.93,226.07,225.80,224.87,225.03,222.72,222.24,237.39,262.84,298.61,175.01,172.84,168.38,162.20,155.94,151.59,151.60,149.29,150.73,154.32,159.91,173.22,184.15,190.14,188.05,186.24,185.13,187.94,202.93,267.66,233.72,225.76,234.38,246.80,258.03,259.10,254.55,238.07,239.67,180.27,174.27,191.26,187.43,194.23,201.26,219.46,313.68,267.65,267.43,429.66,540.10,428.75,273.85,171.34
1/25/2000,181.03,185.96,187.42,193.14,193.88,199.96,203.25,214.25,216.86,224.89,232.08,233.71,233.68,237.46,242.50,244.53,246.10,254.42,256.53,272.21,275.19,275.51,277.82,276.73,277.90,309.42,326.33,366.43,179.32,176.97,172.58,166.79,162.25,160.08,161.08,159.50,164.57,172.09,182.08,203.70,221.14,231.24,225.60,222.82,222.21,235.49,277.78,384.94,397.49,358.39,376.56,393.66,401.54,401.15,388.14,345.46,328.62,213.06,207.25,229.81,226.26,231.88,248.48,271.75,404.46,327.68,338.21,576.13,673.41,513.45,311.10,195.47
1/26/2000,186.35,190.45,191.44,196.93,198.20,207.81,212.90,227.60,232.46,245.63,255.17,258.60,259.65,265.41,272.12,271.90,272.39,278.69,281.36,298.66,303.58,303.57,307.12,306.70,310.57,358.86,372.97,407.75,183.87,181.57,177.71,173.75,171.39,171.25,172.40,170.27,177.19,189.74,206.85,241.36,268.44,279.98,272.47,269.27,266.96,278.99,327.86,442.53,478.03,421.07,426.88,439.41,450.42,464.22,484.36,491.93,484.28,257.54,247.42,268.46,273.19,276.38,310.10,338.09,471.06,407.93,437.65,701.92,774.03,598.90,353.84,220.94
1/27/2000,190.24,195.27,195.94,200.62,201.26,209.86,215.55,230.56,235.05,252.91,269.92,272.68,271.35,281.59,295.28,295.75,293.69,294.41,296.97,319.10,326.11,325.63,330.51,329.43,326.24,369.46,372.42,376.74,189.53,187.93,185.43,183.84,183.58,184.28,186.37,183.08,188.06,201.82,223.10,269.34,305.69,322.58,315.99,313.48,309.74,307.47,321.15,430.26,561.39,454.78,445.83,455.36,465.24,463.04,480.65,520.75,533.96,305.18,290.17,314.74,317.21,323.26,363.24,393.24,551.55,512.22,551.90,758.84,836.85,676.52,405.93,250.50
1/28/2000,193.41,197.71,198.88,203.38,202.78,207.75,212.50,225.94,228.07,243.89,265.72,270.69,268.42,273.58,295.24,313.05,310.28,305.44,304.02,322.12,326.97,325.47,331.47,330.76,330.09,370.29,376.83,380.86,194.14,193.73,193.16,193.98,196.18,199.60,201.46,198.33,201.37,213.97,237.81,294.52,342.34,362.61,356.80,352.28,347.00,342.76,345.00,369.78,629.80,502.00,464.50,446.37,442.51,440.60,470.74,528.86,548.00,343.97,331.74,355.08,358.07,357.05,423.68,455.66,694.79,675.98,706.57,841.96,887.45,736.80,458.60,284.22
1/29/2000,186.98,194.64,197.10,204.55,203.68,204.28,205.14,212.02,213.69,224.99,234.33,244.59,246.46,260.07,281.09,298.14,295.01,288.38,287.01,289.68,288.41,290.30,294.40,294.70,298.09,342.95,349.12,349.49,192.60,194.14,196.73,200.85,205.57,212.53,215.10,212.86,216.16,225.46,244.20,305.51,374.57,383.33,389.68,392.39,392.46,386.90,383.86,393.60,492.08,429.92,421.28,432.12,444.73,448.17,457.56,476.36,483.66,386.86,370.83,373.85,390.57,403.11,466.28,502.00,817.62,810.79,822.09,891.87,917.21,792.65,515.38,322.27
1/30/2000,177.76,186.95,190.42,200.86,201.69,203.39,203.98,208.56,211.53,215.71,219.81,236.30,243.20,250.47,255.40,262.19,261.56,263.04,264.52,268.14,270.16,272.24,276.82,279.28,282.89,317.24,325.09,345.74,184.91,187.07,190.64,197.55,206.60,217.67,223.15,225.78,235.44,243.82,254.16,307.56,370.56,376.65,382.34,387.59,394.16,395.95,396.61,401.86,397.86,406.86,413.92,415.69,417.58,419.03,423.17,429.36,431.10,394.90,389.35,389.13,383.25,348.12,439.53,465.13,827.43,832.94,830.96,872.61,898.10,825.20,586.99,368.30
1/31/2000,170.61,181.83,186.22,195.24,196.96,200.10,200.97,204.41,207.61,214.17,220.97,233.93,242.22,252.46,263.81,277.10,274.13,267.43,267.54,266.96,267.83,268.51,271.64,273.00,275.84,305.74,314.11,335.77,180.85,183.87,189.31,199.20,210.57,224.67,227.09,229.98,239.76,251.60,267.66,313.75,361.31,367.39,372.95,376.41,378.75,379.45,380.48,387.72,385.87,383.96,384.70,385.88,387.77,389.06,391.38,395.94,398.10,376.31,375.83,383.82,375.49,360.01,420.25,472.15,789.06,798.74,797.03,843.26,861.03,810.90,603.71,410.84
2/1/2000,166.66,177.07,181.72,189.82,191.69,195.44,196.32,200.23,202.53,209.32,214.81,228.60,236.23,247.79,259.07,269.80,266.92,260.81,261.61,262.39,262.80,263.56,266.14,267.36,269.54,299.09,306.79,328.21,176.58,179.99,185.51,196.93,210.67,226.73,230.60,233.69,241.81,251.86,264.95,314.02,367.75,374.53,378.72,380.23,379.67,379.01,379.80,386.40,384.73,380.63,380.21,380.84,381.41,381.87,382.63,384.72,385.82,377.35,372.43,376.01,379.84,367.55,431.20,470.53,765.64,775.07,776.05,820.84,844.89,799.63,627.72,450.55
2/2/2000,166.72,174.49,178.67,186.21,187.92,191.76,192.66,196.66,198.58,205.66,211.59,225.47,232.70,244.08,254.81,267.78,264.75,259.30,259.96,260.92,261.49,261.90,264.20,265.10,267.16,299.16,306.18,325.04,173.87,177.17,182.68,194.46,209.76,227.68,231.37,235.67,244.02,253.91,267.46,314.29,366.55,373.62,378.04,379.77,380.15,380.41,382.00,390.19,390.07,386.08,386.12,387.15,387.92,388.33,389.22,391.01,391.78,379.29,376.68,382.13,378.97,373.21,426.79,463.92,743.09,750.08,751.15,802.15,835.06,795.15,646.15,486.95
2/3/2000,168.08,171.42,174.83,182.32,183.70,187.38,188.28,191.97,193.71,201.06,206.77,220.20,225.99,237.41,248.26,261.19,258.37,253.04,253.71,254.48,254.71,255.29,257.23,257.89,259.99,293.09,298.27,313.34,170.25,173.08,178.15,187.69,204.07,223.50,226.39,232.24,240.46,249.85,262.01,307.74,355.93,364.06,369.39,372.12,374.21,375.28,377.23,385.42,385.70,382.68,382.46,383.88,384.79,385.15,386.28,388.68,389.99,374.80,374.49,380.28,369.38,369.27,409.72,441.28,699.95,697.46,697.97,767.53,821.75,795.02,671.53,525.28
2/4/2000,166.81,170.65,173.75,179.84,181.06,184.11,184.92,188.34,190.59,197.85,201.88,217.13,223.72,237.14,246.25,257.61,254.74,249.78,250.93,252.52,252.91,253.48,255.48,256.41,258.49,290.96,294.39,313.82,170.12,172.93,178.10,189.18,204.99,223.17,224.13,230.55,238.59,248.45,263.04,305.85,348.52,355.13,358.34,359.13,360.48,362.33,364.72,375.46,374.76,372.18,372.99,375.02,376.67,377.38,379.33,382.42,383.52,362.09,363.35,372.99,358.41,358.75,394.29,419.65,629.40,620.43,625.21,719.04,804.15,785.16,678.29,556.27
2/5/2000,165.01,169.01,172.07,177.84,179.12,182.08,182.78,186.19,188.40,193.73,198.54,214.65,222.20,231.44,238.20,248.55,246.48,242.54,243.59,245.33,246.29,246.92,249.69,250.80,253.15,283.86,289.45,315.92,169.00,171.98,177.25,187.64,203.17,220.43,221.33,228.40,237.08,246.58,259.84,296.65,333.19,340.71,344.82,346.67,349.69,352.15,356.31,369.48,365.60,363.11,363.99,365.82,367.22,368.05,370.10,373.69,375.18,351.88,353.51,361.39,345.67,344.20,367.86,391.56,601.29,606.55,615.18,691.87,776.37,771.15,686.39,582.92
2/6/2000,162.57,167.99,171.20,176.52,178.05,180.98,181.82,185.19,187.71,192.41,198.53,213.41,219.85,226.07,233.34,246.63,244.50,240.97,241.74,243.49,244.92,245.51,248.53,249.67,252.77,281.39,297.97,331.44,168.35,171.40,177.61,188.98,204.26,219.12,220.13,227.12,235.27,244.80,258.49,293.53,326.72,331.26,332.79,332.99,334.16,336.37,339.77,349.32,350.23,347.81,349.30,351.57,353.74,354.80,357.36,361.11,362.88,335.52,338.16,347.73,333.24,320.65,362.15,387.38,586.86,593.28,599.67,675.28,757.13,754.28,686.70,604.17
2/7/2000,161.07,166.00,169.27,174.76,176.33,179.40,180.34,183.35,184.67,189.55,194.47,207.12,211.00,220.44,228.61,241.81,239.41,234.74,235.59,237.14,237.81,238.38,240.45,241.77,241.70,271.78,271.62,275.32,166.44,169.57,175.59,186.22,201.41,215.88,217.17,224.04,230.97,239.68,253.48,289.16,324.37,329.95,331.49,331.07,330.79,331.44,333.16,346.57,345.05,340.35,339.94,341.72,342.92,343.23,345.15,348.46,349.70,331.43,330.90,336.71,331.88,329.97,363.06,385.81,592.50,594.58,601.99,664.26,739.50,739.80,687.79,621.57
2/8/2000,160.03,164.16,167.27,172.79,174.40,177.54,178.60,181.58,182.41,187.70,192.49,205.19,207.79,216.54,223.45,240.91,238.36,233.50,233.96,235.32,235.59,235.91,237.50,238.16,238.88,267.96,268.20,275.52,164.25,167.19,172.99,183.54,198.15,212.33,212.91,219.54,225.36,233.71,247.39,284.02,319.29,324.46,325.77,325.39,325.99,327.33,329.12,341.33,341.79,337.44,337.11,338.91,340.15,340.41,342.41,345.71,346.48,327.74,328.59,335.14,325.61,325.53,359.89,385.94,580.92,579.05,586.25,650.87,727.60,728.75,688.54,636.13
2/9/2000,159.65,163.26,166.13,171.25,172.78,176.02,177.03,179.89,180.75,185.71,194.88,203.25,205.81,212.67,219.83,235.31,234.11,232.29,232.73,234.09,234.81,235.42,237.41,238.54,239.66,266.63,265.51,275.53,162.97,165.83,171.78,181.25,195.23,208.35,208.95,214.92,221.15,230.61,245.19,280.79,313.57,317.99,319.10,319.27,320.75,322.17,324.28,333.97,333.94,332.53,333.41,334.85,336.11,336.48,337.83,339.49,340.06,322.14,323.12,329.55,318.98,309.06,351.00,369.66,558.69,553.65,557.39,630.50,711.79,718.31,689.57,648.05
2/10/2000,161.17,162.79,165.06,170.07,171.28,174.22,175.27,178.27,178.27,181.85,194.56,201.28,200.01,205.62,213.65,233.74,232.20,229.49,229.46,231.34,232.07,232.33,233.66,234.09,234.18,260.00,260.11,262.88,161.28,163.37,168.54,177.47,190.29,203.28,203.74,209.55,213.56,221.42,234.74,269.97,303.00,308.55,310.25,310.31,311.86,313.65,315.25,324.18,326.31,324.48,324.77,326.37,327.61,327.92,329.22,330.98,332.10,314.33,316.07,323.27,310.20,311.02,342.19,358.15,534.73,527.58,529.58,603.07,694.96,706.32,688.89,657.48
2/11/2000,162.31,163.43,165.33,170.06,171.07,173.88,175.22,179.17,178.57,182.27,194.47,204.72,202.62,207.23,224.28,237.09,233.86,228.57,228.97,235.83,237.83,236.79,238.57,237.83,236.56,261.00,260.79,260.96,161.58,163.21,168.21,177.09,188.84,200.04,200.92,206.16,209.03,216.34,229.23,263.55,294.00,301.86,303.50,303.85,305.20,306.26,308.57,322.63,328.11,320.85,320.60,324.28,325.54,324.23,325.55,327.27,329.34,307.23,307.27,319.14,303.58,305.18,332.88,353.86,503.06,491.34,501.87,586.74,702.28,701.20,686.50,663.98
2/12/2000,165.37,165.32,166.56,171.38,172.23,175.13,176.90,181.56,181.13,189.06,201.93,208.90,207.77,214.31,227.95,244.41,240.68,234.31,233.10,243.76,245.89,244.71,248.21,247.32,246.26,272.47,272.44,272.31,162.96,164.23,168.33,176.92,187.18,197.57,198.26,203.49,207.78,215.85,229.12,262.08,291.09,304.29,303.90,303.38,303.08,303.95,307.86,330.74,376.17,342.94,336.71,340.03,340.32,337.59,340.06,342.91,343.87,304.08,302.78,322.86,305.04,304.07,327.80,348.93,516.50,482.18,492.35,620.34,744.73,713.77,687.31,668.86
2/13/2000,169.34,170.63,171.25,176.02,176.47,179.34,181.66,188.91,187.83,198.11,209.65,217.51,218.97,230.86,244.54,254.41,250.47,243.73,244.16,258.39,261.25,261.00,265.09,264.03,262.55,297.22,296.64,309.08,167.70,168.43,171.73,179.02,188.15,198.50,198.92,203.38,209.26,217.66,231.60,267.73,300.90,315.86,316.92,317.63,318.63,318.00,322.73,378.39,440.63,371.39,357.38,366.85,377.27,378.50,386.17,391.01,391.52,316.71,310.66,335.46,317.36,324.22,343.48,367.89,556.72,521.54,537.95,679.02,809.11,754.48,695.85,672.99
2/14/2000,173.51,175.79,176.69,182.68,182.80,186.15,187.40,198.05,200.55,208.71,215.54,232.08,241.67,250.07,255.85,254.22,252.63,254.07,256.57,269.03,271.40,271.94,275.80,275.80,278.12,321.88,356.96,403.29,173.39,174.24,176.09,181.74,189.60,199.69,201.56,206.51,215.68,224.66,237.18,278.35,317.18,326.08,330.31,331.67,337.03,344.98,372.26,434.63,400.85,371.56,385.96,397.04,402.34,402.91,410.46,421.04,426.84,332.85,323.19,355.53,327.72,336.79,352.93,375.38,590.65,554.64,571.46,725.54,863.32,804.62,718.48,679.07
2/15/2000,175.74,181.09,182.79,187.51,189.09,194.72,198.11,210.94,215.73,228.68,242.94,257.94,268.82,280.76,289.11,289.70,288.22,291.89,295.27,312.53,314.72,314.62,319.10,318.92,318.95,374.30,387.90,432.39,181.20,183.35,187.45,194.99,204.31,215.43,217.00,221.96,238.22,255.52,277.40,324.04,358.49,366.38,363.65,358.98,355.42,368.48,415.63,535.10,551.81,476.88,482.47,498.22,507.84,512.35,523.67,532.84,526.73,349.28,348.31,376.18,369.57,352.49,410.15,455.14,659.21,631.30,641.50,820.84,915.99,834.48,733.97,686.44
2/16/2000,182.36,187.79,189.87,193.52,194.48,199.60,202.59,216.25,222.00,235.87,248.58,268.97,278.56,289.85,297.59,298.67,297.04,300.35,303.90,318.39,320.95,322.13,328.61,329.50,332.31,398.76,408.14,434.12,189.96,192.54,197.24,206.62,217.63,230.82,235.87,241.14,260.05,282.30,314.01,387.95,444.39,449.12,445.35,436.39,422.00,422.92,454.53,559.20,582.33,506.60,505.67,518.96,533.26,537.45,559.30,584.83,587.29,408.61,386.28,399.70,450.10,427.52,518.79,560.17,816.28,790.02,791.50,917.94,975.16,889.89,764.54,697.60
2/17/2000,190.39,194.87,197.46,201.06,202.38,207.30,210.41,222.72,229.84,245.49,266.87,290.89,300.40,312.72,325.66,326.46,324.79,328.30,331.35,343.93,346.62,346.87,351.64,352.15,354.91,434.13,438.61,453.36,199.88,204.56,213.05,227.35,243.50,262.89,269.00,270.38,291.02,319.33,357.80,439.04,495.96,505.54,503.36,499.34,492.71,495.66,525.25,611.29,626.27,564.33,565.89,579.91,596.59,604.90,630.41,629.06,614.97,482.47,464.21,469.80,506.38,497.26,562.66,587.87,733.72,697.70,696.88,874.95,990.54,926.70,794.16,712.40
2/18/2000,199.28,204.54,207.52,210.40,211.97,216.25,218.91,230.09,238.11,256.21,280.13,305.73,317.30,333.67,350.50,354.50,352.61,355.83,358.36,368.40,371.65,372.43,378.80,380.50,387.45,463.83,465.75,469.47,214.81,222.60,237.73,259.91,283.15,307.08,317.04,314.10,332.28,357.81,390.83,455.40,499.17,511.69,513.49,515.33,519.92,530.43,561.14,636.60,631.92,591.64,600.10,615.85,634.90,645.65,664.18,656.10,646.28,517.58,514.75,520.68,514.70,517.03,545.13,566.43,652.72,617.40,612.14,818.18,972.45,937.58,817.64,729.96
2/19/2000,222.02,226.41,227.49,225.00,225.74,227.81,229.32,237.20,243.90,262.14,283.77,309.82,323.35,344.32,360.70,364.68,363.75,366.83,369.96,379.61,384.31,385.60,393.58,395.74,405.00,475.03,460.06,446.32,241.80,250.44,267.94,295.63,323.10,349.45,359.76,356.31,370.05,388.88,412.83,458.34,488.47,500.69,503.53,507.36,515.76,527.99,556.30,621.79,601.60,584.63,597.81,615.65,636.05,645.80,652.92,643.19,638.07,516.80,521.97,532.98,502.95,507.26,515.52,527.20,544.30,500.74,493.25,732.70,942.29,932.82,837.36,750.07
2/20/2000,237.70,242.43,245.65,244.54,244.98,244.67,244.84,248.46,252.08,266.59,285.39,309.88,320.31,339.76,357.35,362.18,360.79,362.57,365.82,374.56,380.66,382.95,392.18,394.65,406.68,459.15,442.29,424.42,258.14,268.30,287.11,314.31,344.46,369.76,380.20,380.34,389.80,400.35,412.32,434.43,449.42,462.79,470.23,478.37,492.73,505.28,524.76,564.13,554.09,547.01,558.71,572.21,589.44,597.15,606.16,604.56,602.26,498.09,509.80,521.48,468.50,478.62,448.92,444.55,382.97,352.01,343.59,578.33,864.22,906.32,851.13,771.01
2/21/2000,242.21,251.37,254.88,256.09,258.89,260.05,259.92,260.09,262.86,274.13,285.23,305.12,322.24,343.32,354.18,352.48,351.71,353.95,356.98,363.38,369.04,370.60,377.36,380.45,388.82,434.17,424.57,405.93,268.07,279.09,299.19,329.13,357.48,377.09,383.92,384.43,386.55,387.86,388.93,389.61,391.91,404.82,413.77,423.75,440.95,453.16,470.53,503.16,492.77,496.35,507.87,518.59,528.01,531.70,537.74,544.89,548.36,450.41,470.36,488.80,411.13,430.11,376.07,370.64,302.88,287.53,286.95,499.20,786.77,853.43,846.07,788.60
2/22/2000,264.35,263.85,266.79,269.51,272.43,274.22,274.33,275.65,278.78,290.13,303.44,318.17,332.02,349.43,362.86,365.89,364.60,366.33,368.91,376.20,380.13,381.63,387.51,389.27,395.33,420.77,408.33,391.58,282.01,293.44,312.39,338.31,360.34,373.11,376.99,378.97,377.42,374.56,370.86,363.88,361.53,371.71,378.77,387.13,402.12,414.04,429.15,450.41,455.91,460.90,470.07,478.44,486.90,489.67,494.75,503.63,504.61,409.16,425.99,445.95,375.81,384.77,342.07,336.03,273.63,262.42,262.02,451.41,726.68,803.15,828.69,799.49
2/23/2000,251.77,265.60,271.51,280.67,286.09,291.26,292.24,292.90,293.30,300.60,307.28,315.55,328.77,348.55,362.02,357.18,355.77,360.46,363.09,375.59,379.90,380.20,385.97,386.95,388.92,406.97,397.33,382.34,280.33,292.91,313.35,335.78,353.31,362.99,365.14,369.21,367.31,362.26,355.86,345.48,341.72,353.70,356.08,360.99,369.75,377.69,393.34,427.25,438.02,431.62,438.59,445.63,450.69,452.23,454.64,460.13,461.53,372.53,384.46,409.06,355.39,367.63,327.46,325.54,295.73,266.02,271.47,471.57,729.21,764.98,809.10,804.78
2/24/2000,244.79,266.55,275.42,289.85,297.20,305.96,308.14,312.82,314.47,320.70,326.64,334.62,346.36,360.23,367.26,363.12,365.65,378.11,382.71,389.47,393.97,395.97,402.54,404.49,406.76,422.95,404.52,383.90,282.11,297.32,317.45,335.62,347.49,353.63,354.09,358.44,357.33,354.02,350.26,346.47,347.27,356.72,357.89,361.82,370.10,388.63,432.51,518.14,464.34,473.63,493.99,498.95,488.67,481.84,476.55,473.42,464.44,367.77,373.40,389.08,357.49,364.55,342.75,346.33,348.46,314.85,319.83,560.02,776.90,771.18,795.51,804.94
2/25/2000,234.89,267.54,279.97,298.49,307.58,320.40,324.54,332.92,334.70,342.57,350.24,357.31,367.03,379.66,386.91,387.97,390.94,403.64,407.95,413.65,419.25,422.48,429.82,433.87,438.80,457.13,425.49,397.36,288.38,303.84,321.42,335.88,343.93,348.49,348.30,352.92,354.85,355.46,356.11,358.75,362.63,372.28,372.06,375.14,387.64,416.40,471.20,553.48,519.52,554.08,583.93,582.50,561.37,555.56,550.64,524.61,499.16,381.27,377.65,393.92,373.78,370.22,362.53,369.39,384.20,350.71,354.49,622.39,817.09,790.36,792.16,803.05
