Date,OM01,OM02,OM03,OM04,OM05,OM06,OM07,OM08,OM09,OM10,OM11,OM12,OM13,OM14,OM15,OM16,OM17,OM18,OM19,OM20,OM21,OM22,OM23,OM24,OM25,OM26,OM27,OM28,OM29,OM30,OM31,OM32,OM33,OM34,OM35,OM36,OM37,OM38,OM39,OM40,OM41,OM42,OM43,OM44,OM45,OM46,OM47,OM48,OM49,OM50,OM51,OM52,OM53,OM54,OM55,OM56,OM57,OM58,OM59,OM60,OM61,OM62,OM63,OM64,OM65,OM66,OM67,OM68,OM69,OM70,OM71,OM72
7/4/2015,661.97,686.95,697.58,742.44,743.73,730.73,726.04,709.71,699.96,685.12,675.55,667.17,661.85,657.58,655.51,650.80,650.67,650.13,650.03,649.14,647.52,646.98,644.17,642.88,636.49,627.26,624.20,621.10,645.75,649.79,652.28,644.85,626.28,606.47,596.49,590.88,581.38,574.78,569.20,562.27,558.67,558.95,558.71,558.60,558.44,558.52,558.83,559.46,559.83,560.32,560.69,560.96,562.38,564.37,564.03,566.65,570.36,557.86,559.32,600.02,569.86,628.30,554.49,550.22,521.85,484.77,470.71,491.84,520.30,522.75,522.62,520.78
7/5/2015,668.29,699.06,712.60,755.02,755.34,739.41,733.91,715.44,704.63,687.99,677.73,669.04,663.14,658.81,656.79,652.05,651.87,651.24,651.09,650.07,648.25,647.65,644.60,643.02,636.51,627.74,624.72,621.83,657.39,662.04,663.10,654.53,634.17,613.02,602.22,595.78,585.00,577.74,571.77,564.46,560.71,560.76,560.42,560.22,559.95,560.00,560.27,560.82,561.16,561.62,561.98,562.40,564.63,567.07,566.15,569.30,573.84,559.34,561.18,603.17,570.59,629.99,556.86,552.50,523.27,484.91,471.13,491.84,518.93,521.72,522.17,521.19
7/6/2015,662.09,705.34,726.64,764.05,763.25,744.70,738.56,718.26,705.79,687.29,676.83,668.19,662.34,658.14,656.57,652.00,651.93,651.65,651.57,650.54,648.45,647.76,644.30,642.75,635.85,627.52,624.51,621.51,666.00,671.63,670.55,663.41,640.99,617.12,606.71,599.13,587.31,579.79,573.58,566.39,562.80,562.63,562.19,561.85,561.44,561.48,561.77,562.35,562.64,563.00,563.37,563.92,566.56,569.27,568.92,572.95,577.45,560.73,562.14,605.64,570.65,633.91,559.52,555.48,526.56,488.22,473.94,493.46,518.89,520.77,521.66,521.38
7/7/2015,656.48,703.92,730.46,767.35,767.06,749.31,743.35,722.69,709.05,689.24,677.81,668.74,662.38,658.02,656.30,652.07,652.06,652.10,652.06,651.22,649.20,648.50,645.01,643.50,636.52,628.27,625.21,622.13,667.00,673.72,673.32,668.95,646.87,623.74,611.71,603.49,591.08,583.12,576.61,569.05,565.28,564.73,564.13,563.61,562.99,562.99,563.29,563.90,564.19,564.53,564.87,565.38,567.86,570.41,570.61,574.92,578.96,562.21,563.40,607.18,569.02,635.94,562.57,558.47,528.69,490.78,477.10,495.73,519.33,520.62,521.25,521.42
7/8/2015,653.96,702.39,732.52,772.17,771.71,755.81,750.29,730.30,715.87,694.99,682.44,672.43,664.82,659.56,657.40,652.91,652.85,652.79,652.76,652.09,650.36,649.70,646.47,645.17,638.27,629.77,626.81,623.64,665.38,672.50,674.86,673.10,651.83,626.62,616.99,609.12,596.49,588.06,581.14,572.73,568.41,567.44,566.57,565.77,564.80,564.64,564.83,565.32,565.54,565.84,566.12,566.48,568.19,570.38,570.69,574.97,578.97,563.88,564.13,606.67,568.85,640.37,565.93,561.30,529.79,491.56,478.42,495.95,519.21,520.49,521.03,521.37
7/9/2015,654.18,703.97,737.16,777.17,776.86,761.67,756.31,735.94,721.04,699.21,686.27,675.95,667.62,661.84,659.46,654.96,654.76,654.10,653.93,652.78,650.79,650.10,646.87,645.62,638.89,630.77,627.75,624.59,667.74,675.34,677.71,676.33,654.74,628.73,620.45,612.89,600.14,591.57,584.50,576.08,571.65,570.47,569.40,568.35,567.03,566.66,566.63,566.88,567.00,567.14,567.32,567.62,568.92,570.90,571.25,574.76,578.67,565.83,565.50,609.30,573.84,648.68,569.45,564.47,531.60,492.26,479.63,496.62,518.75,520.19,520.87,521.28
7/10/2015,648.44,699.66,735.14,780.72,782.04,768.40,763.17,743.39,728.78,706.65,692.97,681.81,672.47,665.79,662.77,657.78,657.47,656.49,656.29,655.03,653.14,652.45,649.24,647.72,640.60,630.90,628.97,625.97,664.81,675.61,679.87,679.13,657.75,631.49,623.17,615.97,603.78,595.47,588.26,579.60,574.96,573.74,572.58,571.38,569.77,569.18,568.93,568.90,568.75,568.64,568.64,568.61,568.89,569.53,570.00,572.72,576.26,568.30,567.16,609.70,576.00,653.64,572.17,566.63,530.46,491.04,478.86,496.21,518.30,519.76,520.66,521.18
7/11/2015,640.88,691.98,725.98,779.32,783.90,774.61,769.93,750.88,736.82,714.52,700.28,688.98,679.06,671.33,667.69,662.38,661.90,660.18,659.84,658.03,655.68,654.90,651.41,649.77,642.48,632.45,629.73,626.36,657.02,669.51,677.57,679.49,660.18,635.26,625.94,619.29,607.20,598.78,591.62,582.71,577.95,576.98,575.88,574.69,572.95,572.24,571.85,571.65,571.33,570.97,570.72,570.43,570.24,570.51,570.50,571.95,575.15,571.26,569.88,612.12,582.47,660.61,574.51,568.87,532.25,492.07,479.24,496.16,518.41,519.51,520.39,521.05
7/12/2015,647.06,691.98,721.18,776.91,783.36,778.00,774.19,756.76,743.60,721.66,707.70,696.15,686.15,677.99,674.16,668.36,667.66,665.22,664.75,662.32,659.50,658.58,654.70,653.00,645.30,634.80,632.01,628.18,651.95,664.44,673.66,675.47,658.85,636.30,627.21,621.20,609.84,601.52,594.50,585.54,580.81,580.02,579.01,577.92,576.30,575.56,575.08,574.73,574.32,573.89,573.49,573.01,572.48,572.49,572.13,572.56,575.37,574.53,572.82,615.99,587.55,664.87,577.01,571.31,532.98,491.95,479.34,496.50,518.85,519.80,520.21,520.88
7/13/2015,645.64,686.56,714.40,773.55,782.46,778.79,775.39,759.17,747.06,725.86,712.10,700.75,691.10,682.87,678.85,672.86,672.16,669.58,669.07,666.39,663.19,662.19,657.96,656.03,648.15,637.40,633.67,629.73,645.81,660.93,672.03,672.87,657.16,636.65,626.97,621.58,610.73,602.87,596.28,587.69,583.15,582.75,581.82,580.89,579.41,578.72,578.27,577.95,577.53,577.01,576.46,575.85,575.28,575.57,574.88,574.87,577.62,577.65,576.73,620.62,594.25,668.52,578.93,573.52,535.78,493.90,480.37,497.38,519.59,520.12,520.18,520.72
7/14/2015,644.98,684.88,712.25,770.97,780.10,777.63,775.01,760.83,749.66,729.67,716.34,704.91,695.59,687.52,683.35,677.34,676.62,673.89,673.35,670.51,667.14,666.11,661.70,659.76,651.72,641.05,636.99,632.76,645.34,658.57,667.87,668.62,654.89,634.78,626.92,621.92,611.63,604.11,597.84,589.64,585.32,585.13,584.35,583.62,582.38,581.76,581.38,581.10,580.75,580.25,579.69,579.06,578.49,578.88,578.02,577.88,580.42,580.80,579.92,623.20,597.27,669.41,580.88,575.56,538.14,495.25,481.28,498.48,520.91,521.01,520.33,520.59
7/15/2015,640.21,681.56,707.43,768.47,778.22,776.63,774.48,762.00,751.86,733.45,720.68,709.24,700.06,692.09,687.57,681.61,680.90,678.16,677.63,674.82,671.52,670.55,666.18,664.29,656.19,644.61,640.64,636.51,643.06,655.54,666.43,667.11,653.50,635.26,626.62,622.19,612.70,605.60,599.37,591.47,587.16,587.25,586.65,586.14,585.17,584.65,584.35,584.17,583.93,583.53,583.09,582.51,582.15,582.94,581.85,581.53,583.80,583.77,583.35,625.66,599.95,669.13,582.27,576.75,539.62,495.74,481.58,499.37,522.16,522.00,520.69,520.55
7/16/2015,641.89,682.84,708.93,767.80,776.43,775.19,773.23,762.20,752.93,735.46,723.28,712.21,703.40,695.77,691.58,685.51,684.82,682.11,681.59,678.75,675.39,674.40,669.94,667.99,659.82,648.66,644.48,640.43,643.31,654.84,664.46,664.54,652.03,634.63,626.29,622.25,613.12,606.37,600.54,592.79,588.65,588.94,588.55,588.21,587.55,587.20,587.03,587.00,586.84,586.54,586.17,585.70,585.73,586.89,585.78,585.89,588.40,586.38,586.37,628.82,601.19,670.05,583.36,577.71,541.26,496.65,481.91,499.96,523.60,523.22,521.24,520.61
7/17/2015,639.64,683.99,712.26,769.41,777.38,774.49,772.23,760.90,751.72,734.52,722.69,712.25,704.08,696.87,692.95,687.22,686.58,684.18,683.68,681.01,677.60,676.61,671.96,669.83,661.57,650.91,647.01,643.28,646.25,658.22,666.87,665.88,651.90,634.58,626.07,622.03,612.95,606.35,600.68,593.47,589.68,590.17,589.96,589.78,589.38,589.21,589.21,589.37,589.34,589.16,588.88,588.64,589.65,591.48,589.99,591.33,595.13,588.47,589.23,632.51,602.25,670.90,584.51,578.92,543.96,498.79,483.19,501.18,524.73,524.19,521.90,520.79
7/18/2015,636.07,685.13,715.85,770.80,778.06,773.93,771.59,760.51,751.35,734.24,722.49,712.38,704.48,697.68,694.03,688.49,687.96,685.90,685.47,683.07,679.85,678.90,674.39,672.29,664.22,653.53,649.94,646.31,648.28,660.90,668.14,666.78,652.81,634.14,626.71,622.53,613.36,606.76,601.19,594.13,590.54,591.08,591.01,590.95,590.79,590.77,590.92,591.26,591.36,591.37,591.26,591.15,592.38,594.29,593.41,595.78,599.82,590.15,590.87,633.89,601.07,671.71,585.20,579.62,544.31,498.57,482.87,501.82,525.63,525.19,522.59,521.08
7/19/2015,630.06,686.66,723.13,773.26,779.29,772.96,770.36,758.54,748.59,731.01,719.66,710.09,702.63,696.38,693.21,688.06,687.68,686.33,686.01,684.06,681.08,680.10,675.66,673.64,665.74,655.66,651.90,648.05,652.03,664.68,670.45,669.59,653.82,634.24,626.64,621.89,612.54,606.07,600.77,594.33,591.23,591.82,591.86,591.87,591.83,591.96,592.29,592.85,593.08,593.20,593.21,593.21,594.36,596.20,595.89,598.51,602.05,591.34,592.25,636.24,600.36,670.23,586.09,580.78,545.48,500.47,484.44,503.65,526.83,525.92,523.19,521.45
7/20/2015,617.67,679.11,718.94,769.75,776.36,771.45,769.31,758.17,748.04,730.47,719.26,709.37,701.89,696.02,693.05,687.85,687.53,686.52,686.27,684.65,681.95,681.04,676.82,675.13,667.01,657.29,653.68,650.17,647.44,660.31,667.92,670.11,655.33,636.36,628.06,622.92,613.46,606.99,601.55,595.13,591.89,592.46,592.57,592.62,592.69,592.93,593.40,594.14,594.53,594.85,594.99,595.16,596.71,598.78,598.25,600.92,604.70,592.34,593.78,639.21,597.88,668.77,586.82,581.62,547.14,502.51,486.57,504.90,528.50,527.17,523.88,521.86
7/21/2015,618.57,680.65,721.16,771.21,775.98,771.22,769.41,760.23,750.92,733.69,722.30,711.98,704.02,697.41,694.23,688.74,688.43,687.66,687.48,686.29,684.11,683.30,679.50,678.08,670.04,659.95,656.90,653.21,645.95,655.97,664.27,668.50,655.51,637.57,630.39,625.09,615.83,609.28,603.61,596.46,592.83,593.18,593.24,593.28,593.35,593.61,594.14,595.01,595.46,595.93,596.26,596.48,597.53,599.25,599.20,602.03,605.28,593.11,594.01,635.82,595.04,668.39,587.85,582.05,546.22,503.03,487.27,505.46,529.34,528.32,524.74,522.34
7/22/2015,627.24,687.96,728.20,775.44,778.43,771.95,769.95,761.18,751.75,734.69,723.25,713.34,705.18,698.34,695.13,690.10,689.76,688.73,688.49,687.07,684.72,683.87,680.08,678.59,670.84,661.98,658.18,654.46,650.62,658.50,665.52,668.26,654.68,637.69,630.98,626.19,617.00,610.41,604.54,597.33,593.79,594.07,594.05,594.00,593.98,594.24,594.79,595.67,596.17,596.72,597.14,597.52,598.76,600.59,600.61,603.38,607.40,593.75,594.63,637.39,595.37,672.04,588.92,582.76,548.06,504.11,488.31,505.78,529.50,528.95,525.56,522.91
7/23/2015,643.30,703.95,742.61,781.85,781.66,772.78,770.18,759.75,749.32,731.95,720.92,711.92,704.01,697.97,695.24,690.95,690.64,689.49,689.22,687.51,684.91,684.02,680.09,678.60,671.06,662.75,658.99,655.40,663.18,667.66,671.73,670.89,654.96,638.15,630.86,625.32,615.78,609.41,603.89,597.51,594.57,594.93,594.89,594.82,594.74,595.00,595.57,596.47,596.96,597.51,597.98,598.51,600.10,602.23,602.26,605.19,609.71,594.42,595.41,641.03,597.55,681.04,590.12,584.32,550.71,506.92,490.64,507.49,530.26,529.36,526.16,523.47
7/24/2015,649.60,708.24,747.62,785.18,784.04,773.92,770.81,758.32,747.14,729.86,719.16,710.30,703.11,698.02,695.67,691.30,691.02,689.85,689.56,687.85,685.33,684.43,680.63,679.16,671.98,662.88,659.69,656.55,671.20,674.56,678.49,676.52,658.62,638.92,630.83,624.85,615.08,608.80,603.74,597.94,595.21,595.68,595.69,595.64,595.58,595.86,596.45,597.40,597.89,598.39,598.90,599.52,601.53,604.01,604.19,607.10,611.48,595.24,596.31,644.43,600.02,684.78,590.96,585.62,552.49,509.34,492.89,509.88,532.31,530.28,526.70,524.04
7/25/2015,631.04,685.40,728.87,779.80,783.76,777.42,775.00,764.13,754.35,737.27,726.35,716.84,708.81,702.22,699.03,693.99,693.61,692.31,692.05,690.61,688.67,688.00,684.92,683.51,676.37,666.03,662.78,659.07,660.77,671.91,678.99,680.63,663.10,641.64,631.48,627.55,618.38,612.01,606.47,599.45,595.86,596.23,596.30,596.34,596.34,596.52,596.94,597.68,598.09,598.64,599.17,599.57,600.38,601.59,601.97,604.52,607.58,596.10,596.83,643.62,601.11,682.82,590.84,584.31,546.72,503.40,488.98,509.35,533.79,531.95,527.55,524.65
7/26/2015,622.79,671.26,710.19,769.86,778.65,777.43,776.02,767.25,758.93,743.04,732.17,722.55,714.64,707.39,703.80,698.23,697.72,696.05,695.71,693.97,691.77,691.01,687.74,686.38,679.17,668.86,665.86,662.02,643.23,658.80,669.69,675.18,662.52,642.23,632.75,629.06,619.88,613.32,607.55,600.06,596.22,596.79,596.92,596.98,597.00,597.18,597.59,598.36,598.81,599.33,599.70,599.94,600.47,601.18,601.55,603.40,606.29,596.75,597.40,641.69,602.36,680.52,590.25,583.45,544.78,501.28,486.88,506.38,533.21,532.95,528.76,525.36
7/27/2015,639.99,676.75,708.77,762.80,771.61,773.68,772.97,765.18,757.45,742.12,732.39,723.60,716.62,710.48,707.50,702.39,701.83,699.57,699.07,696.48,693.44,692.54,688.67,686.78,679.45,669.72,666.25,662.66,640.52,652.41,659.84,665.08,655.20,637.90,630.58,626.94,617.96,611.76,606.43,599.68,596.37,597.30,597.45,597.66,597.79,597.98,598.40,599.15,599.61,600.10,600.48,600.76,602.19,604.38,603.65,605.19,609.37,597.50,599.09,647.94,608.65,690.59,590.40,584.07,546.72,501.72,486.11,505.84,532.48,532.92,529.63,526.18
7/28/2015,640.82,674.80,701.64,757.28,767.05,769.97,769.55,763.07,756.39,742.65,733.13,724.63,718.11,712.17,709.12,703.99,703.58,702.00,701.64,699.67,696.97,696.12,692.25,690.45,683.11,672.57,669.15,665.18,636.03,648.80,658.60,661.30,650.77,634.63,627.58,624.57,616.80,611.02,605.99,599.50,596.26,597.35,597.66,598.03,598.43,598.73,599.23,600.03,600.47,601.02,601.40,601.61,602.25,603.08,603.51,606.03,609.83,598.28,599.41,646.49,607.80,686.12,590.30,584.17,545.83,499.89,483.67,505.19,532.50,532.94,530.16,527.02
7/29/2015,648.06,675.87,697.86,752.24,761.84,765.54,765.46,760.41,754.74,742.77,734.34,725.74,719.86,714.62,711.81,706.32,705.92,704.22,703.87,701.88,699.36,698.55,695.02,693.39,686.02,674.95,671.09,667.32,635.77,647.09,655.05,656.78,646.98,631.64,625.50,622.96,615.72,610.22,605.43,599.02,595.80,597.10,597.50,598.05,598.69,599.08,599.65,600.49,601.00,601.69,602.16,602.40,603.22,604.64,604.31,606.01,609.72,598.75,600.59,648.47,609.11,684.48,589.27,583.24,543.96,496.39,480.05,502.84,531.94,533.08,530.63,527.81
7/30/2015,655.31,683.29,702.99,754.33,762.30,763.04,762.38,756.43,750.75,739.64,731.61,723.98,719.04,714.58,712.07,707.03,706.74,705.44,705.13,703.30,700.82,700.00,696.37,694.74,687.22,676.73,673.11,669.08,643.57,651.77,656.84,656.47,645.04,629.88,623.62,620.63,613.52,608.17,603.82,597.98,595.14,596.70,597.22,597.94,598.78,599.28,599.94,600.88,601.49,602.23,602.73,603.06,604.00,605.36,605.37,607.59,611.77,599.01,600.94,649.21,609.80,683.03,588.58,582.68,541.68,493.19,476.80,500.99,530.55,532.55,530.93,528.53
7/31/2015,648.86,682.38,704.10,755.82,763.26,762.40,761.09,753.27,747.08,735.58,727.95,720.70,716.20,712.47,710.41,705.69,705.49,704.44,704.18,702.47,699.98,699.23,695.51,693.41,686.09,676.16,672.83,669.54,645.78,654.81,661.79,660.27,646.85,630.56,623.56,619.85,612.10,606.73,602.30,596.76,594.19,595.93,596.65,597.55,598.66,599.25,599.93,600.93,601.61,602.43,603.08,603.78,606.53,609.29,608.21,611.54,617.06,599.08,602.07,649.16,610.47,681.39,587.74,581.94,541.24,491.81,476.07,498.58,528.10,531.32,530.91,529.09
8/1/2015,641.81,680.55,704.43,756.73,764.18,762.68,760.89,751.90,745.08,733.20,725.26,717.89,713.58,710.09,708.38,703.64,703.58,703.14,702.99,701.81,699.68,698.99,695.52,693.82,686.82,677.14,673.71,670.31,646.20,657.27,666.33,664.72,650.17,632.90,625.64,621.42,613.07,607.02,602.13,596.19,593.48,595.00,595.82,596.79,598.10,598.83,599.61,600.65,601.33,602.21,602.94,603.64,605.54,607.69,608.59,613.28,618.22,598.79,601.18,647.22,605.76,676.79,587.33,581.74,541.53,493.56,478.66,498.00,525.18,529.18,530.42,529.50
8/2/2015,636.95,680.46,706.18,757.98,765.81,763.14,761.00,750.85,743.39,730.99,722.42,715.13,710.91,707.55,706.01,701.39,701.40,701.28,701.19,700.29,698.36,697.71,694.36,692.60,685.77,676.29,673.32,670.20,646.22,658.68,668.90,667.70,652.86,635.21,627.67,623.03,614.07,607.70,602.43,596.22,593.31,594.58,595.27,596.13,597.36,598.14,599.01,600.13,600.90,601.87,602.67,603.49,605.83,608.54,608.70,613.33,618.72,598.09,600.64,646.34,603.64,674.22,587.57,582.21,544.74,497.11,482.46,499.18,523.73,527.19,529.50,529.67
8/3/2015,630.92,678.33,706.73,757.35,765.30,762.88,760.72,750.23,741.98,728.89,719.78,712.53,708.33,705.15,703.74,699.14,699.19,699.35,699.32,698.66,696.89,696.24,693.01,691.36,684.57,675.68,672.62,669.60,646.54,659.78,669.71,669.62,654.66,638.14,629.14,624.37,615.18,608.59,603.17,596.76,593.69,594.63,595.17,595.83,596.84,597.58,598.44,599.59,600.39,601.43,602.32,603.29,605.78,608.56,609.10,614.00,619.01,597.48,600.12,646.67,601.24,672.39,588.40,583.21,546.41,499.98,485.73,501.52,523.60,526.04,528.55,529.58
8/4/2015,625.20,676.90,709.65,757.11,764.38,761.73,759.74,749.37,740.48,726.69,717.91,710.24,705.75,702.81,701.70,697.20,697.32,697.65,697.66,697.05,695.30,694.65,691.44,689.95,683.11,674.44,671.60,668.72,646.91,659.93,668.19,669.95,655.31,637.07,630.45,625.31,615.78,609.24,603.83,597.49,594.40,595.03,595.37,595.83,596.57,597.20,597.98,599.10,599.90,600.94,601.89,602.96,605.90,608.88,609.29,614.34,619.52,597.03,599.49,647.10,599.89,671.92,589.58,584.57,548.35,502.90,488.98,503.60,523.69,525.53,527.80,529.30
8/5/2015,628.96,681.82,714.14,758.66,764.25,760.78,758.86,748.78,739.52,725.34,716.58,708.94,704.10,701.13,700.29,695.88,696.01,696.42,696.41,695.84,694.13,693.49,690.36,688.87,682.05,673.51,670.80,667.94,649.14,659.77,666.21,669.65,656.00,639.59,632.03,626.27,616.69,610.12,604.85,598.54,595.37,595.76,595.90,596.16,596.61,597.13,597.87,598.96,599.68,600.65,601.56,602.63,605.38,608.27,609.18,614.54,619.36,596.87,598.96,646.92,599.64,673.88,591.08,586.26,551.43,508.07,493.87,506.64,525.44,525.71,527.30,528.93
8/6/2015,632.22,681.49,713.86,759.92,765.24,761.39,759.56,750.40,741.48,727.16,717.98,710.15,704.56,700.94,699.64,695.22,695.30,695.57,695.57,695.16,693.79,693.22,690.41,689.21,682.23,673.31,670.83,667.84,648.98,658.70,665.24,669.12,656.10,640.59,633.08,628.17,618.93,612.41,606.85,600.06,596.60,596.70,596.66,596.71,596.86,597.21,597.81,598.78,599.44,600.33,601.10,601.91,603.85,605.84,607.20,612.36,617.02,596.90,598.44,644.75,598.92,675.46,592.50,587.28,552.27,510.15,496.58,509.21,527.17,526.82,527.14,528.53
8/7/2015,637.48,683.35,715.91,762.30,766.75,762.66,760.79,751.87,743.48,729.06,719.89,712.09,706.17,701.98,700.36,695.67,695.64,695.53,695.47,694.89,693.61,693.07,690.46,689.22,682.24,672.89,670.71,667.65,651.37,661.35,666.71,668.73,655.62,639.46,632.93,628.75,620.05,613.74,608.19,601.31,597.81,597.84,597.69,597.55,597.41,597.57,598.00,598.74,599.23,599.92,600.52,601.09,602.32,603.46,604.62,608.84,613.42,597.22,598.17,643.21,601.15,678.31,593.41,587.75,551.44,510.39,497.33,510.52,528.43,527.83,527.38,528.21
8/8/2015,639.54,681.63,714.92,761.94,766.68,763.12,761.26,751.71,743.45,729.00,720.03,712.74,707.17,703.01,701.40,696.74,696.67,696.24,696.10,695.12,693.50,692.91,690.17,688.81,681.84,672.42,669.89,666.68,651.50,662.87,667.76,668.55,654.71,636.58,630.68,627.23,618.89,612.90,607.80,601.51,598.45,598.77,598.67,598.54,598.30,598.35,598.62,599.18,599.53,600.01,600.42,600.80,601.72,602.68,603.39,606.57,611.11,597.91,598.63,644.37,606.19,684.05,593.75,587.90,551.26,509.87,496.85,511.53,529.63,528.87,527.76,528.04
8/9/2015,633.07,673.49,705.83,756.09,763.33,762.25,760.82,751.92,744.22,730.10,721.24,713.88,708.45,704.19,702.47,697.61,697.51,697.00,696.87,695.85,694.18,693.58,690.69,689.33,682.06,672.27,669.83,666.44,642.26,655.39,664.10,667.05,654.25,636.59,629.48,626.03,618.03,612.28,607.41,601.37,598.47,599.16,599.24,599.29,599.22,599.28,599.53,600.01,600.25,600.58,600.85,601.05,601.63,602.47,602.89,605.38,609.37,598.82,599.39,644.44,608.17,682.44,593.31,587.42,549.81,509.22,496.07,511.71,530.74,529.93,528.27,527.99
8/10/2015,630.60,668.07,696.38,748.52,757.58,759.80,758.98,751.54,744.50,731.14,722.55,715.05,709.69,705.52,703.62,698.64,698.48,697.81,697.64,696.57,694.83,694.19,691.27,689.80,682.73,672.88,669.90,666.33,633.14,646.46,657.39,661.32,650.82,635.45,628.29,625.21,617.61,611.97,607.16,601.11,598.19,599.09,599.35,599.62,599.85,600.01,600.31,600.79,601.06,601.40,601.61,601.71,602.19,603.11,603.20,605.16,608.94,599.64,600.39,645.91,608.10,682.28,592.75,587.04,549.60,508.24,495.31,511.12,531.21,530.94,528.88,528.09
8/11/2015,628.01,666.12,693.94,745.20,754.43,756.56,755.88,749.40,742.91,730.27,721.97,714.56,709.63,705.79,704.10,699.00,698.88,698.32,698.14,697.02,695.15,694.49,691.46,689.96,683.01,673.47,669.87,666.46,629.60,643.78,653.77,656.79,647.20,633.34,626.92,623.62,616.22,610.86,606.32,600.62,597.87,598.93,599.28,599.68,600.12,600.40,600.82,601.41,601.73,602.10,602.32,602.46,603.14,604.43,604.25,606.12,609.87,600.11,601.45,647.62,608.91,680.14,592.38,586.98,550.39,508.71,495.53,511.24,531.25,531.32,529.47,528.30
8/12/2015,629.21,667.68,695.36,746.96,754.85,754.53,753.52,747.07,740.87,728.74,720.74,713.75,709.05,705.47,703.85,698.97,698.92,698.58,698.44,697.41,695.54,694.86,691.74,690.24,683.09,673.39,670.34,666.78,633.71,645.98,653.56,655.63,645.77,632.35,626.47,622.88,615.45,610.14,605.75,600.31,597.70,598.79,599.18,599.66,600.23,600.60,601.12,601.84,602.26,602.73,603.02,603.21,604.09,605.50,605.45,607.56,611.33,600.36,602.16,648.05,608.53,677.38,592.41,587.30,552.00,510.45,496.77,512.26,531.76,531.65,529.88,528.58
8/13/2015,629.63,667.59,694.73,745.55,753.42,752.91,751.92,745.50,739.44,727.83,719.97,712.98,708.36,704.83,703.31,698.54,698.49,698.25,698.14,697.20,695.38,694.72,691.56,690.10,682.85,673.07,670.11,667.00,635.40,646.52,654.44,655.90,645.64,632.48,626.09,622.72,615.36,610.15,605.70,600.31,597.61,598.63,599.05,599.55,600.21,600.63,601.20,602.00,602.52,603.11,603.52,603.87,605.50,607.67,607.24,609.55,613.23,600.43,602.93,647.09,607.91,675.77,592.54,587.48,552.71,511.47,498.20,512.93,532.37,532.24,530.28,528.91
8/14/2015,633.35,669.32,696.78,745.39,752.57,751.61,750.57,744.33,738.38,727.04,719.27,712.26,707.72,704.28,702.68,697.95,697.96,697.89,697.84,697.09,695.40,694.80,691.71,690.25,683.23,673.35,670.54,667.39,638.05,648.91,655.97,656.30,645.71,632.07,625.66,622.75,615.56,610.35,605.86,600.36,597.66,598.55,598.97,599.43,600.09,600.55,601.15,602.00,602.55,603.22,603.73,604.19,605.72,607.66,608.00,611.11,614.81,600.37,602.36,646.89,606.46,673.69,592.56,587.39,553.17,512.62,499.48,514.11,533.02,532.73,530.74,529.25
8/15/2015,621.57,660.63,691.78,742.21,750.20,749.92,749.26,745.31,739.94,729.49,721.46,713.52,709.19,705.36,703.43,697.10,697.17,697.42,697.45,697.17,696.01,695.50,692.81,691.66,684.14,671.77,670.11,667.57,634.51,648.20,656.44,656.22,645.25,629.97,624.18,622.63,616.73,611.58,606.84,600.56,597.25,598.20,598.69,599.11,599.73,600.18,600.76,601.64,602.13,602.80,603.33,603.77,605.06,607.00,607.13,609.85,613.50,600.09,601.74,643.12,600.58,664.25,591.08,584.75,546.78,508.37,497.39,514.77,534.34,533.52,531.18,529.61
8/16/2015,609.07,649.62,682.98,735.24,744.63,746.72,746.72,744.46,739.84,730.11,722.36,714.71,710.20,706.27,704.33,698.50,698.49,698.41,698.36,697.83,696.44,695.89,692.98,691.78,684.14,672.75,670.52,667.65,624.94,640.39,650.92,652.98,643.14,629.28,622.80,621.87,616.18,611.10,606.38,599.79,596.28,597.43,598.01,598.52,599.21,599.69,600.30,601.20,601.74,602.46,603.00,603.43,604.89,607.22,606.79,609.25,612.73,599.58,601.53,644.86,600.50,666.39,589.25,582.65,546.05,507.09,495.78,513.35,534.95,534.51,531.84,530.03
8/17/2015,605.49,647.19,681.98,732.01,741.18,743.43,743.62,741.67,737.33,727.89,720.78,713.66,709.27,705.65,703.83,698.87,698.83,698.71,698.65,697.97,696.30,695.68,692.52,691.21,683.82,674.52,671.27,667.96,621.37,636.43,646.68,649.40,640.09,626.12,620.93,619.73,613.96,608.99,604.44,598.47,595.42,596.67,597.33,597.93,598.76,599.34,600.06,601.07,601.72,602.50,603.13,603.77,605.78,608.52,608.12,611.17,615.12,599.16,601.45,646.65,600.30,670.24,588.77,582.73,549.81,509.73,496.61,512.85,535.23,535.11,532.56,530.51
8/18/2015,606.39,651.63,688.38,734.18,740.80,740.94,740.96,738.97,734.38,725.06,718.13,711.52,707.38,704.07,702.61,698.00,698.04,698.14,698.12,697.48,695.81,695.18,692.04,690.74,683.56,674.86,671.68,668.39,626.35,639.61,646.20,647.65,638.06,624.08,619.55,617.87,611.85,606.99,602.71,597.26,594.73,595.99,596.70,597.37,598.29,598.96,599.76,600.87,601.62,602.53,603.28,604.13,606.44,609.33,609.61,613.59,618.25,598.79,600.90,645.55,598.92,669.34,588.48,582.73,551.60,511.19,496.97,513.36,535.32,535.34,533.11,531.02
